,Year,Month,Departure CPH Country,OnCounty,Destination CPH Country,OffCounty,Count
49673,2021.0,6.0,England,NORTHAMPTONSHIRE,England,LANCASHIRE,5
49678,2021.0,6.0,England,NORTHAMPTONSHIRE,England,NORTH YORKSHIRE,14
49680,2021.0,6.0,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,157
49681,2021.0,6.0,England,NORTHAMPTONSHIRE,England,SOMERSET,5
49682,2021.0,6.0,England,NORTHAMPTONSHIRE,England,SOUTH YORKSHIRE,12
49683,2021.0,6.0,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,2
49686,2021.0,6.0,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,68
49687,2021.0,6.0,England,NORTHAMPTONSHIRE,England,WEST YORKSHIRE,14
49689,2021.0,6.0,England,NORTHAMPTONSHIRE,Scotland,CENTRAL,16
49690,2021.0,6.0,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,40
49691,2021.0,6.0,England,NORTHAMPTONSHIRE,Wales,POWYS,1
49780,2021.0,6.0,England,OXFORDSHIRE,England,AVON,28
49784,2021.0,6.0,England,OXFORDSHIRE,England,CHESHIRE,26
49785,2021.0,6.0,England,OXFORDSHIRE,England,CUMBRIA,2
49786,2021.0,6.0,England,OXFORDSHIRE,England,DERBYSHIRE,2
49787,2021.0,6.0,England,OXFORDSHIRE,England,DEVON,50
49789,2021.0,6.0,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,216
49791,2021.0,6.0,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,25
49793,2021.0,6.0,England,OXFORDSHIRE,England,ISLE OF WIGHT,13
49794,2021.0,6.0,England,OXFORDSHIRE,England,LANCASHIRE,8
49799,2021.0,6.0,England,OXFORDSHIRE,England,NOTTINGHAMSHIRE,25
49801,2021.0,6.0,England,OXFORDSHIRE,England,SHROPSHIRE,80
49802,2021.0,6.0,England,OXFORDSHIRE,England,SOMERSET,34
49803,2021.0,6.0,England,OXFORDSHIRE,England,SOUTH YORKSHIRE,73
49804,2021.0,6.0,England,OXFORDSHIRE,England,STAFFORDSHIRE,33
49806,2021.0,6.0,England,OXFORDSHIRE,England,WARWICKSHIRE,77
49807,2021.0,6.0,England,OXFORDSHIRE,England,WILTSHIRE,52
49809,2021.0,6.0,England,OXFORDSHIRE,Wales,CLWYD,25
49810,2021.0,6.0,England,OXFORDSHIRE,Wales,DYFED,72
49811,2021.0,6.0,England,OXFORDSHIRE,Wales,GWENT,12
49812,2021.0,6.0,England,OXFORDSHIRE,Wales,MID GLAMORGAN,113
49813,2021.0,6.0,England,OXFORDSHIRE,Wales,POWYS,12
49958,2021.0,6.0,England,SUFFOLK,England,CUMBRIA,2
49959,2021.0,6.0,England,SUFFOLK,England,DERBYSHIRE,1
49962,2021.0,6.0,England,SUFFOLK,England,LANCASHIRE,16
49967,2021.0,6.0,England,SUFFOLK,England,SOUTH YORKSHIRE,19
49971,2021.0,6.0,England,SUFFOLK,Scotland,BORDERS,2
49972,2021.0,6.0,England,SUFFOLK,Wales,CLWYD,2
49973,2021.0,6.0,England,SUFFOLK,Wales,GWYNEDD,4
49974,2021.0,6.0,England,SUFFOLK,Wales,MID GLAMORGAN,33
49976,2021.0,6.0,England,SURREY,England,CHESHIRE,1
49977,2021.0,6.0,England,SURREY,England,DEVON,215
49979,2021.0,6.0,England,SURREY,England,GLOUCESTERSHIRE,7
49981,2021.0,6.0,England,SURREY,England,ISLE OF WIGHT,1
49987,2021.0,6.0,England,SURREY,England,WILTSHIRE,8
49989,2021.0,6.0,England,SURREY,Wales,DYFED,6
49990,2021.0,6.0,England,SURREY,Wales,MID GLAMORGAN,41
50042,2021.0,6.0,England,WEST SUSSEX,England,AVON,28
50044,2021.0,6.0,England,WEST SUSSEX,England,DEVON,171
50047,2021.0,6.0,England,WEST SUSSEX,England,GLOUCESTERSHIRE,14
50053,2021.0,6.0,England,WEST SUSSEX,England,SOMERSET,6
50054,2021.0,6.0,England,WEST SUSSEX,England,STAFFORDSHIRE,16
50058,2021.0,6.0,England,WEST SUSSEX,England,WILTSHIRE,39
50060,2021.0,6.0,England,WEST SUSSEX,Wales,CLWYD,1
50061,2021.0,6.0,England,WEST SUSSEX,Wales,DYFED,15
50680,2021.0,7.0,England,BEDFORDSHIRE,England,CHESHIRE,3
50681,2021.0,7.0,England,BEDFORDSHIRE,England,HEREFORD & WORCESTER,1
50686,2021.0,7.0,England,BEDFORDSHIRE,England,SOMERSET,1
50687,2021.0,7.0,England,BEDFORDSHIRE,England,SOUTH YORKSHIRE,1
50689,2021.0,7.0,England,BEDFORDSHIRE,England,WEST MIDLANDS,3
50691,2021.0,7.0,England,BEDFORDSHIRE,Scotland,DUMFRIES & GALLOWAY,2
50692,2021.0,7.0,England,BERKSHIRE,England,AVON,32
50696,2021.0,7.0,England,BERKSHIRE,England,CORNWALL,6
50697,2021.0,7.0,England,BERKSHIRE,England,GLOUCESTERSHIRE,45
50701,2021.0,7.0,England,BERKSHIRE,England,SOMERSET,22
50702,2021.0,7.0,England,BERKSHIRE,England,SOUTH YORKSHIRE,9
50704,2021.0,7.0,England,BERKSHIRE,England,WILTSHIRE,6
50706,2021.0,7.0,England,BERKSHIRE,Wales,MID GLAMORGAN,19
50707,2021.0,7.0,England,BUCKINGHAMSHIRE,England,AVON,27
50710,2021.0,7.0,England,BUCKINGHAMSHIRE,England,CHESHIRE,3
50711,2021.0,7.0,England,BUCKINGHAMSHIRE,England,GLOUCESTERSHIRE,39
50713,2021.0,7.0,England,BUCKINGHAMSHIRE,England,LANCASHIRE,38
50718,2021.0,7.0,England,BUCKINGHAMSHIRE,England,SOMERSET,38
50719,2021.0,7.0,England,BUCKINGHAMSHIRE,England,SOUTH YORKSHIRE,20
50720,2021.0,7.0,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,23
50722,2021.0,7.0,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,37
50723,2021.0,7.0,England,BUCKINGHAMSHIRE,England,WEST MIDLANDS,7
50724,2021.0,7.0,England,BUCKINGHAMSHIRE,England,WILTSHIRE,17
50726,2021.0,7.0,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,531
50727,2021.0,7.0,England,CAMBRIDGESHIRE,England,AVON,1
50731,2021.0,7.0,England,CAMBRIDGESHIRE,England,CHESHIRE,1
50738,2021.0,7.0,England,CAMBRIDGESHIRE,England,NORTH YORKSHIRE,1
50739,2021.0,7.0,England,CAMBRIDGESHIRE,England,NOTTINGHAMSHIRE,2
50740,2021.0,7.0,England,CAMBRIDGESHIRE,England,SHROPSHIRE,48
50742,2021.0,7.0,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,2
50744,2021.0,7.0,England,CAMBRIDGESHIRE,Scotland,BORDERS,2
50745,2021.0,7.0,England,CAMBRIDGESHIRE,Wales,MID GLAMORGAN,34
50989,2021.0,7.0,England,EAST SUSSEX,England,AVON,78
50993,2021.0,7.0,England,EAST SUSSEX,England,DEVON,4
50996,2021.0,7.0,England,EAST SUSSEX,England,GLOUCESTERSHIRE,45
51001,2021.0,7.0,England,EAST SUSSEX,England,NORTH YORKSHIRE,6
51002,2021.0,7.0,England,EAST SUSSEX,England,SOMERSET,87
51006,2021.0,7.0,England,EAST SUSSEX,Wales,MID GLAMORGAN,336
51012,2021.0,7.0,England,ESSEX,England,GREATER MANCHESTER,33
51018,2021.0,7.0,England,ESSEX,England,NORTH YORKSHIRE,1
51020,2021.0,7.0,England,ESSEX,England,SOMERSET,15
51023,2021.0,7.0,England,ESSEX,England,WARWICKSHIRE,78
51025,2021.0,7.0,England,ESSEX,Wales,MID GLAMORGAN,12
51062,2021.0,7.0,England,GREATER LONDON,England,AVON,12
51080,2021.0,7.0,England,HAMPSHIRE,England,AVON,163
51083,2021.0,7.0,England,HAMPSHIRE,England,CHESHIRE,17
51084,2021.0,7.0,England,HAMPSHIRE,England,CORNWALL,16
51085,2021.0,7.0,England,HAMPSHIRE,England,DEVON,38
51086,2021.0,7.0,England,HAMPSHIRE,England,DORSET,2
51088,2021.0,7.0,England,HAMPSHIRE,England,GLOUCESTERSHIRE,109
51090,2021.0,7.0,England,HAMPSHIRE,England,HEREFORD & WORCESTER,28
51093,2021.0,7.0,England,HAMPSHIRE,England,SOMERSET,542
51097,2021.0,7.0,England,HAMPSHIRE,England,WILTSHIRE,556
51139,2021.0,7.0,England,HERTFORDSHIRE,England,DEVON,2
51145,2021.0,7.0,England,HERTFORDSHIRE,England,NORTH YORKSHIRE,4
51147,2021.0,7.0,England,HERTFORDSHIRE,England,SOUTH YORKSHIRE,11
51150,2021.0,7.0,England,HERTFORDSHIRE,Wales,POWYS,1
51153,2021.0,7.0,England,HUMBERSIDE,England,CHESHIRE,1
51154,2021.0,7.0,England,HUMBERSIDE,England,CUMBRIA,67
51155,2021.0,7.0,England,HUMBERSIDE,England,DERBYSHIRE,40
51156,2021.0,7.0,England,HUMBERSIDE,England,DEVON,1
51157,2021.0,7.0,England,HUMBERSIDE,England,GREATER MANCHESTER,21
51159,2021.0,7.0,England,HUMBERSIDE,England,LANCASHIRE,148
51163,2021.0,7.0,England,HUMBERSIDE,England,NORTH YORKSHIRE,"1,381"
51164,2021.0,7.0,England,HUMBERSIDE,England,NOTTINGHAMSHIRE,35
51165,2021.0,7.0,England,HUMBERSIDE,England,SOUTH YORKSHIRE,57
51166,2021.0,7.0,England,HUMBERSIDE,England,STAFFORDSHIRE,2
51167,2021.0,7.0,England,HUMBERSIDE,England,WEST YORKSHIRE,51
51169,2021.0,7.0,England,HUMBERSIDE,Scotland,STRATHCLYDE,1
51182,2021.0,7.0,England,KENT,England,AVON,11
51185,2021.0,7.0,England,KENT,England,CORNWALL,2
51186,2021.0,7.0,England,KENT,England,DEVON,6
51189,2021.0,7.0,England,KENT,England,GLOUCESTERSHIRE,20
51191,2021.0,7.0,England,KENT,England,GREATER MANCHESTER,79
51197,2021.0,7.0,England,KENT,England,NORTH YORKSHIRE,4
51198,2021.0,7.0,England,KENT,England,SHROPSHIRE,42
51199,2021.0,7.0,England,KENT,England,SOMERSET,17
51200,2021.0,7.0,England,KENT,England,SOUTH YORKSHIRE,7
51205,2021.0,7.0,England,KENT,Wales,MID GLAMORGAN,35
51242,2021.0,7.0,England,LEICESTERSHIRE,England,AVON,46
51246,2021.0,7.0,England,LEICESTERSHIRE,England,CHESHIRE,17
51247,2021.0,7.0,England,LEICESTERSHIRE,England,DERBYSHIRE,142
51248,2021.0,7.0,England,LEICESTERSHIRE,England,GLOUCESTERSHIRE,7
51249,2021.0,7.0,England,LEICESTERSHIRE,England,GREATER MANCHESTER,17
51250,2021.0,7.0,England,LEICESTERSHIRE,England,HEREFORD & WORCESTER,46
51252,2021.0,7.0,England,LEICESTERSHIRE,England,LANCASHIRE,120
51257,2021.0,7.0,England,LEICESTERSHIRE,England,NORTH YORKSHIRE,114
51258,2021.0,7.0,England,LEICESTERSHIRE,England,NOTTINGHAMSHIRE,92
51260,2021.0,7.0,England,LEICESTERSHIRE,England,SHROPSHIRE,66
51261,2021.0,7.0,England,LEICESTERSHIRE,England,SOUTH YORKSHIRE,131
51262,2021.0,7.0,England,LEICESTERSHIRE,England,STAFFORDSHIRE,77
51264,2021.0,7.0,England,LEICESTERSHIRE,England,WARWICKSHIRE,190
51265,2021.0,7.0,England,LEICESTERSHIRE,England,WEST MIDLANDS,13
51266,2021.0,7.0,England,LEICESTERSHIRE,England,WEST YORKSHIRE,12
51268,2021.0,7.0,England,LEICESTERSHIRE,Scotland,GRAMPIAN,6
51269,2021.0,7.0,England,LEICESTERSHIRE,Wales,DYFED,1
51270,2021.0,7.0,England,LEICESTERSHIRE,Wales,GWENT,24
51271,2021.0,7.0,England,LEICESTERSHIRE,Wales,GWYNEDD,5
51272,2021.0,7.0,England,LEICESTERSHIRE,Wales,MID GLAMORGAN,109
51273,2021.0,7.0,England,LEICESTERSHIRE,Wales,POWYS,6
51278,2021.0,7.0,England,LINCOLNSHIRE,England,DERBYSHIRE,69
51279,2021.0,7.0,England,LINCOLNSHIRE,England,GREATER MANCHESTER,30
51281,2021.0,7.0,England,LINCOLNSHIRE,England,LANCASHIRE,86
51285,2021.0,7.0,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,120
51286,2021.0,7.0,England,LINCOLNSHIRE,England,NOTTINGHAMSHIRE,20
51287,2021.0,7.0,England,LINCOLNSHIRE,England,SHROPSHIRE,9
51288,2021.0,7.0,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,279
51289,2021.0,7.0,England,LINCOLNSHIRE,England,STAFFORDSHIRE,7
51291,2021.0,7.0,England,LINCOLNSHIRE,England,WILTSHIRE,1
51293,2021.0,7.0,England,LINCOLNSHIRE,Scotland,BORDERS,1
51294,2021.0,7.0,England,LINCOLNSHIRE,Scotland,STRATHCLYDE,1
51295,2021.0,7.0,England,LINCOLNSHIRE,Wales,DYFED,1
51296,2021.0,7.0,England,LINCOLNSHIRE,Wales,GWYNEDD,1
51310,2021.0,7.0,England,NORFOLK,England,CUMBRIA,93
51313,2021.0,7.0,England,NORFOLK,England,GLOUCESTERSHIRE,2
51314,2021.0,7.0,England,NORFOLK,England,GREATER MANCHESTER,44
51319,2021.0,7.0,England,NORFOLK,England,LANCASHIRE,32
51324,2021.0,7.0,England,NORFOLK,England,NORTH YORKSHIRE,532
51325,2021.0,7.0,England,NORFOLK,England,NOTTINGHAMSHIRE,4
51326,2021.0,7.0,England,NORFOLK,England,SHROPSHIRE,1
51327,2021.0,7.0,England,NORFOLK,England,SOMERSET,1
51328,2021.0,7.0,England,NORFOLK,England,SOUTH YORKSHIRE,219
51332,2021.0,7.0,England,NORFOLK,Wales,MID GLAMORGAN,25
51333,2021.0,7.0,England,NORTHAMPTONSHIRE,England,AVON,2
51337,2021.0,7.0,England,NORTHAMPTONSHIRE,England,CHESHIRE,4
51338,2021.0,7.0,England,NORTHAMPTONSHIRE,England,CUMBRIA,41
51340,2021.0,7.0,England,NORTHAMPTONSHIRE,England,GLOUCESTERSHIRE,2
51341,2021.0,7.0,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,17
51343,2021.0,7.0,England,NORTHAMPTONSHIRE,England,LANCASHIRE,23
51349,2021.0,7.0,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,175
51350,2021.0,7.0,England,NORTHAMPTONSHIRE,England,SOMERSET,69
51351,2021.0,7.0,England,NORTHAMPTONSHIRE,England,SOUTH YORKSHIRE,23
51352,2021.0,7.0,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,15
51354,2021.0,7.0,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,92
51355,2021.0,7.0,England,NORTHAMPTONSHIRE,England,WEST YORKSHIRE,8
51357,2021.0,7.0,England,NORTHAMPTONSHIRE,Scotland,CENTRAL,98
51358,2021.0,7.0,England,NORTHAMPTONSHIRE,Scotland,STRATHCLYDE,12
51359,2021.0,7.0,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,49
51456,2021.0,7.0,England,OXFORDSHIRE,England,AVON,48
51459,2021.0,7.0,England,OXFORDSHIRE,England,CHESHIRE,36
51460,2021.0,7.0,England,OXFORDSHIRE,England,DEVON,10
51462,2021.0,7.0,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,20
51464,2021.0,7.0,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,52
51470,2021.0,7.0,England,OXFORDSHIRE,England,NORTH YORKSHIRE,7
51471,2021.0,7.0,England,OXFORDSHIRE,England,NOTTINGHAMSHIRE,19
51473,2021.0,7.0,England,OXFORDSHIRE,England,SHROPSHIRE,5
51474,2021.0,7.0,England,OXFORDSHIRE,England,SOMERSET,76
51475,2021.0,7.0,England,OXFORDSHIRE,England,SOUTH YORKSHIRE,99
51476,2021.0,7.0,England,OXFORDSHIRE,England,STAFFORDSHIRE,35
51479,2021.0,7.0,England,OXFORDSHIRE,England,WARWICKSHIRE,46
51481,2021.0,7.0,England,OXFORDSHIRE,England,WILTSHIRE,47
51483,2021.0,7.0,England,OXFORDSHIRE,Wales,MID GLAMORGAN,143
51484,2021.0,7.0,England,OXFORDSHIRE,Wales,POWYS,44
51625,2021.0,7.0,England,SUFFOLK,England,CHESHIRE,1
51626,2021.0,7.0,England,SUFFOLK,England,DERBYSHIRE,1
51633,2021.0,7.0,England,SUFFOLK,England,NOTTINGHAMSHIRE,30
51634,2021.0,7.0,England,SUFFOLK,England,SOUTH YORKSHIRE,24
51637,2021.0,7.0,England,SUFFOLK,England,WARWICKSHIRE,4
51639,2021.0,7.0,England,SUFFOLK,Wales,MID GLAMORGAN,43
51643,2021.0,7.0,England,SURREY,England,GLOUCESTERSHIRE,14
51650,2021.0,7.0,England,SURREY,England,WILTSHIRE,19
51652,2021.0,7.0,England,SURREY,Wales,MID GLAMORGAN,81
51704,2021.0,7.0,England,WEST SUSSEX,England,AVON,34
51712,2021.0,7.0,England,WEST SUSSEX,England,NORTH YORKSHIRE,4
51714,2021.0,7.0,England,WEST SUSSEX,England,SHROPSHIRE,47
51715,2021.0,7.0,England,WEST SUSSEX,England,SOMERSET,99
51719,2021.0,7.0,England,WEST SUSSEX,England,WILTSHIRE,58
51721,2021.0,7.0,England,WEST SUSSEX,Wales,DYFED,75
51722,2021.0,7.0,England,WEST SUSSEX,Wales,GWYNEDD,2
52298,2021.0,8.0,England,BEDFORDSHIRE,England,CHESHIRE,19
52305,2021.0,8.0,England,BEDFORDSHIRE,England,SOUTH YORKSHIRE,3
52306,2021.0,8.0,England,BEDFORDSHIRE,England,STAFFORDSHIRE,2
52308,2021.0,8.0,England,BEDFORDSHIRE,Wales,MID GLAMORGAN,107
52309,2021.0,8.0,England,BERKSHIRE,England,AVON,22
52312,2021.0,8.0,England,BERKSHIRE,England,CHESHIRE,25
52313,2021.0,8.0,England,BERKSHIRE,England,DEVON,7
52314,2021.0,8.0,England,BERKSHIRE,England,GLOUCESTERSHIRE,17
52318,2021.0,8.0,England,BERKSHIRE,England,SOMERSET,3
52319,2021.0,8.0,England,BERKSHIRE,England,SOUTH YORKSHIRE,1
52321,2021.0,8.0,England,BERKSHIRE,England,WILTSHIRE,3
52323,2021.0,8.0,England,BERKSHIRE,Wales,CLWYD,2
52324,2021.0,8.0,England,BERKSHIRE,Wales,MID GLAMORGAN,59
52325,2021.0,8.0,England,BUCKINGHAMSHIRE,England,AVON,8
52328,2021.0,8.0,England,BUCKINGHAMSHIRE,England,CHESHIRE,19
52329,2021.0,8.0,England,BUCKINGHAMSHIRE,England,DORSET,13
52330,2021.0,8.0,England,BUCKINGHAMSHIRE,England,GLOUCESTERSHIRE,27
52337,2021.0,8.0,England,BUCKINGHAMSHIRE,England,SOMERSET,1
52338,2021.0,8.0,England,BUCKINGHAMSHIRE,England,SOUTH YORKSHIRE,41
52339,2021.0,8.0,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,22
52341,2021.0,8.0,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,33
52343,2021.0,8.0,England,BUCKINGHAMSHIRE,Scotland,STRATHCLYDE,1
52345,2021.0,8.0,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,414
52348,2021.0,8.0,England,CAMBRIDGESHIRE,England,CORNWALL,1
52349,2021.0,8.0,England,CAMBRIDGESHIRE,England,CUMBRIA,1
52356,2021.0,8.0,England,CAMBRIDGESHIRE,England,NORTH YORKSHIRE,2
52358,2021.0,8.0,England,CAMBRIDGESHIRE,England,SHROPSHIRE,81
52359,2021.0,8.0,England,CAMBRIDGESHIRE,England,SOMERSET,11
52360,2021.0,8.0,England,CAMBRIDGESHIRE,England,STAFFORDSHIRE,4
52363,2021.0,8.0,England,CAMBRIDGESHIRE,Scotland,DUMFRIES & GALLOWAY,1
52364,2021.0,8.0,England,CAMBRIDGESHIRE,Wales,GWENT,1
52587,2021.0,8.0,England,EAST SUSSEX,England,AVON,14
52592,2021.0,8.0,England,EAST SUSSEX,England,GLOUCESTERSHIRE,82
52597,2021.0,8.0,England,EAST SUSSEX,England,SOMERSET,106
52600,2021.0,8.0,England,EAST SUSSEX,England,WARWICKSHIRE,17
52603,2021.0,8.0,England,EAST SUSSEX,Wales,MID GLAMORGAN,288
52606,2021.0,8.0,England,ESSEX,England,CHESHIRE,3
52609,2021.0,8.0,England,ESSEX,England,GREATER MANCHESTER,18
52616,2021.0,8.0,England,ESSEX,England,SOUTH YORKSHIRE,8
52619,2021.0,8.0,England,ESSEX,England,WARWICKSHIRE,79
52622,2021.0,8.0,England,ESSEX,Wales,MID GLAMORGAN,17
52655,2021.0,8.0,England,GREATER LONDON,England,AVON,6
52672,2021.0,8.0,England,HAMPSHIRE,England,AVON,160
52676,2021.0,8.0,England,HAMPSHIRE,England,CORNWALL,1
52677,2021.0,8.0,England,HAMPSHIRE,England,DORSET,21
52679,2021.0,8.0,England,HAMPSHIRE,England,GLOUCESTERSHIRE,14
52681,2021.0,8.0,England,HAMPSHIRE,England,HEREFORD & WORCESTER,7
52683,2021.0,8.0,England,HAMPSHIRE,England,ISLE OF WIGHT,31
52685,2021.0,8.0,England,HAMPSHIRE,England,SHROPSHIRE,42
52686,2021.0,8.0,England,HAMPSHIRE,England,SOMERSET,176
52688,2021.0,8.0,England,HAMPSHIRE,England,WARWICKSHIRE,8
52690,2021.0,8.0,England,HAMPSHIRE,England,WILTSHIRE,561
52742,2021.0,8.0,England,HERTFORDSHIRE,England,WARWICKSHIRE,13
52744,2021.0,8.0,England,HERTFORDSHIRE,Wales,MID GLAMORGAN,16
52745,2021.0,8.0,England,HUMBERSIDE,England,CHESHIRE,30
52746,2021.0,8.0,England,HUMBERSIDE,England,CUMBRIA,7
52747,2021.0,8.0,England,HUMBERSIDE,England,DERBYSHIRE,4
52748,2021.0,8.0,England,HUMBERSIDE,England,GREATER MANCHESTER,1
52750,2021.0,8.0,England,HUMBERSIDE,England,LANCASHIRE,131
52753,2021.0,8.0,England,HUMBERSIDE,England,NORTH YORKSHIRE,"1,119"
52754,2021.0,8.0,England,HUMBERSIDE,England,SOUTH YORKSHIRE,81
52755,2021.0,8.0,England,HUMBERSIDE,England,WEST YORKSHIRE,21
52767,2021.0,8.0,England,KENT,England,AVON,10
52769,2021.0,8.0,England,KENT,England,DEVON,10
52772,2021.0,8.0,England,KENT,England,GLOUCESTERSHIRE,15
52774,2021.0,8.0,England,KENT,England,GREATER MANCHESTER,80
52781,2021.0,8.0,England,KENT,England,NORTH YORKSHIRE,28
52782,2021.0,8.0,England,KENT,England,SOMERSET,204
52783,2021.0,8.0,England,KENT,England,SOUTH YORKSHIRE,27
52788,2021.0,8.0,England,KENT,Wales,MID GLAMORGAN,36
52825,2021.0,8.0,England,LEICESTERSHIRE,England,AVON,30
52829,2021.0,8.0,England,LEICESTERSHIRE,England,CHESHIRE,50
52830,2021.0,8.0,England,LEICESTERSHIRE,England,CUMBRIA,5
52831,2021.0,8.0,England,LEICESTERSHIRE,England,DERBYSHIRE,120
52832,2021.0,8.0,England,LEICESTERSHIRE,England,DEVON,17
52833,2021.0,8.0,England,LEICESTERSHIRE,England,DURHAM,15
52834,2021.0,8.0,England,LEICESTERSHIRE,England,GLOUCESTERSHIRE,14
52836,2021.0,8.0,England,LEICESTERSHIRE,England,HEREFORD & WORCESTER,80
52838,2021.0,8.0,England,LEICESTERSHIRE,England,LANCASHIRE,123
52843,2021.0,8.0,England,LEICESTERSHIRE,England,NORTH YORKSHIRE,229
52844,2021.0,8.0,England,LEICESTERSHIRE,England,NOTTINGHAMSHIRE,55
52846,2021.0,8.0,England,LEICESTERSHIRE,England,SHROPSHIRE,86
52847,2021.0,8.0,England,LEICESTERSHIRE,England,SOUTH YORKSHIRE,111
52848,2021.0,8.0,England,LEICESTERSHIRE,England,STAFFORDSHIRE,93
52850,2021.0,8.0,England,LEICESTERSHIRE,England,WARWICKSHIRE,153
52851,2021.0,8.0,England,LEICESTERSHIRE,England,WEST MIDLANDS,4
52852,2021.0,8.0,England,LEICESTERSHIRE,England,WEST YORKSHIRE,6
52854,2021.0,8.0,England,LEICESTERSHIRE,Wales,MID GLAMORGAN,209
52855,2021.0,8.0,England,LEICESTERSHIRE,Wales,POWYS,6
52858,2021.0,8.0,England,LINCOLNSHIRE,England,CHESHIRE,12
52859,2021.0,8.0,England,LINCOLNSHIRE,England,CUMBRIA,1
52860,2021.0,8.0,England,LINCOLNSHIRE,England,DERBYSHIRE,3
52861,2021.0,8.0,England,LINCOLNSHIRE,England,GREATER MANCHESTER,20
52863,2021.0,8.0,England,LINCOLNSHIRE,England,LANCASHIRE,39
52868,2021.0,8.0,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,116
52869,2021.0,8.0,England,LINCOLNSHIRE,England,NOTTINGHAMSHIRE,27
52870,2021.0,8.0,England,LINCOLNSHIRE,England,SHROPSHIRE,9
52871,2021.0,8.0,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,184
52872,2021.0,8.0,England,LINCOLNSHIRE,England,STAFFORDSHIRE,19
52874,2021.0,8.0,England,LINCOLNSHIRE,England,WARWICKSHIRE,1
52875,2021.0,8.0,England,LINCOLNSHIRE,England,WEST MIDLANDS,9
52876,2021.0,8.0,England,LINCOLNSHIRE,England,WEST YORKSHIRE,27
52878,2021.0,8.0,England,LINCOLNSHIRE,Wales,MID GLAMORGAN,37
52890,2021.0,8.0,England,NORFOLK,England,DORSET,1
52892,2021.0,8.0,England,NORFOLK,England,GREATER MANCHESTER,31
52893,2021.0,8.0,England,NORFOLK,England,HEREFORD & WORCESTER,51
52897,2021.0,8.0,England,NORFOLK,England,LANCASHIRE,25
52901,2021.0,8.0,England,NORFOLK,England,SHROPSHIRE,48
52902,2021.0,8.0,England,NORFOLK,England,SOUTH YORKSHIRE,185
52905,2021.0,8.0,England,NORFOLK,England,WILTSHIRE,2
52907,2021.0,8.0,England,NORFOLK,Wales,MID GLAMORGAN,89
52908,2021.0,8.0,England,NORTHAMPTONSHIRE,England,AVON,32
52912,2021.0,8.0,England,NORTHAMPTONSHIRE,England,CHESHIRE,28
52913,2021.0,8.0,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,11
52915,2021.0,8.0,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,45
52917,2021.0,8.0,England,NORTHAMPTONSHIRE,England,LANCASHIRE,2
52922,2021.0,8.0,England,NORTHAMPTONSHIRE,England,NORTH YORKSHIRE,1
52924,2021.0,8.0,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,156
52925,2021.0,8.0,England,NORTHAMPTONSHIRE,England,SOMERSET,32
52926,2021.0,8.0,England,NORTHAMPTONSHIRE,England,SOUTH YORKSHIRE,11
52927,2021.0,8.0,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,5
52930,2021.0,8.0,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,59
52932,2021.0,8.0,England,NORTHAMPTONSHIRE,Scotland,CENTRAL,29
52933,2021.0,8.0,England,NORTHAMPTONSHIRE,Scotland,STRATHCLYDE,7
52934,2021.0,8.0,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,17
52935,2021.0,8.0,England,NORTHAMPTONSHIRE,Wales,POWYS,2
52936,2021.0,8.0,England,NORTHAMPTONSHIRE,Wales,SOUTH GLAMORGAN,4
53031,2021.0,8.0,England,OXFORDSHIRE,England,AVON,49
53035,2021.0,8.0,England,OXFORDSHIRE,England,CHESHIRE,27
53036,2021.0,8.0,England,OXFORDSHIRE,England,DEVON,1
53037,2021.0,8.0,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,52
53039,2021.0,8.0,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,8
