,Year,Month,Best CPH Country (Dep),OnCounty,Best CPH Country (Dest),OffCounty,Movements,Animals
54425,2023,4,England,BEDFORDSHIRE,England,DERBYSHIRE,1,22
54429,2023,4,England,BEDFORDSHIRE,England,NORTH YORKSHIRE,1,182
54432,2023,4,England,BEDFORDSHIRE,England,WARWICKSHIRE,1,275
54433,2023,4,England,BEDFORDSHIRE,Unknown,UNKNOWN,4,120
54434,2023,4,England,BEDFORDSHIRE,Wales,POWYS (NORTH & SOUTH),2,968
54435,2023,4,England,BERKSHIRE,England,AVON,1,1
54438,2023,4,England,BERKSHIRE,England,DORSET,1,229
54439,2023,4,England,BERKSHIRE,England,GLOUCESTERSHIRE,25,"1,039"
54444,2023,4,England,BERKSHIRE,England,WARWICKSHIRE,1,4
54445,2023,4,England,BERKSHIRE,England,WEST YORKSHIRE,1,5
54446,2023,4,England,BERKSHIRE,England,WILTSHIRE,4,40
54447,2023,4,England,BERKSHIRE,Unknown,UNKNOWN,1,33
54448,2023,4,England,BERKSHIRE,Wales,DYFED,1,118
54449,2023,4,England,BERKSHIRE,Wales,GWENT,1,1
54450,2023,4,England,BERKSHIRE,Wales,MID GLAMORGAN,1,69
54451,2023,4,England,BUCKINGHAMSHIRE,England,AVON,1,8
54455,2023,4,England,BUCKINGHAMSHIRE,England,DERBYSHIRE,3,99
54458,2023,4,England,BUCKINGHAMSHIRE,England,HEREFORD & WORCESTER,1,12
54463,2023,4,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,28,"1,044"
54464,2023,4,England,BUCKINGHAMSHIRE,England,WILTSHIRE,3,94
54465,2023,4,England,BUCKINGHAMSHIRE,Unknown,UNKNOWN,47,"1,325"
54466,2023,4,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,5,330
54467,2023,4,England,BUCKINGHAMSHIRE,Wales,POWYS (NORTH & SOUTH),1,159
54476,2023,4,England,CAMBRIDGESHIRE,England,SHROPSHIRE,1,56
54478,2023,4,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,3,178
54625,2023,4,England,EAST SUSSEX,England,DEVONSHIRE,2,60
54626,2023,4,England,EAST SUSSEX,England,DORSET,3,465
54630,2023,4,England,EAST SUSSEX,England,HEREFORD & WORCESTER,1,1
54632,2023,4,England,EAST SUSSEX,England,SOMERSET,2,291
54634,2023,4,England,EAST SUSSEX,England,WEST MIDLANDS,1,518
54636,2023,4,England,EAST SUSSEX,Wales,CLWYD,1,2
54637,2023,4,England,ESSEX,England,DEVONSHIRE,1,8
54645,2023,4,England,ESSEX,Unknown,UNKNOWN,4,"1,372"
54646,2023,4,England,ESSEX,Wales,POWYS (NORTH & SOUTH),2,83
54676,2023,4,England,GREATER LONDON - EAST,England,AVON,1,9
54692,2023,4,England,HAMPSHIRE,England,DORSET,12,770
54693,2023,4,England,HAMPSHIRE,England,GLOUCESTERSHIRE,13,494
54698,2023,4,England,HAMPSHIRE,England,SOMERSET,9,756
54700,2023,4,England,HAMPSHIRE,England,WARWICKSHIRE,1,20
54701,2023,4,England,HAMPSHIRE,England,WEST MIDLANDS,1,192
54703,2023,4,England,HAMPSHIRE,England,WILTSHIRE,70,"1,447"
54704,2023,4,England,HAMPSHIRE,Wales,DYFED,2,137
54705,2023,4,England,HAMPSHIRE,Wales,POWYS (NORTH & SOUTH),9,"1,761"
54737,2023,4,England,HERTFORD,England,DEVONSHIRE,1,41
54744,2023,4,England,HERTFORD,Wales,MID GLAMORGAN,6,462
54745,2023,4,England,HUMBERSIDE,England,CUMBRIA,1,57
54746,2023,4,England,HUMBERSIDE,England,DERBYSHIRE,1,10
54747,2023,4,England,HUMBERSIDE,England,DURHAM,2,115
54749,2023,4,England,HUMBERSIDE,England,LANCASHIRE,5,175
54751,2023,4,England,HUMBERSIDE,England,NORTH YORKSHIRE,236,"6,828"
54752,2023,4,England,HUMBERSIDE,England,NOTTINGHAMSHIRE,2,67
54753,2023,4,England,HUMBERSIDE,England,SOUTH YORKSHIRE,3,34
54754,2023,4,England,HUMBERSIDE,England,STAFFORDSHIRE,1,1
54755,2023,4,England,HUMBERSIDE,England,WEST MIDLANDS,3,125
54756,2023,4,England,HUMBERSIDE,England,WEST YORKSHIRE,8,357
54765,2023,4,England,KENT,England,DEVONSHIRE,1,225
54775,2023,4,England,KENT,England,SOMERSET,4,481
54777,2023,4,England,KENT,England,WARWICKSHIRE,6,"1,065"
54779,2023,4,England,KENT,Wales,DYFED,2,561
54804,2023,4,England,LEICESTER,England,CUMBRIA,2,298
54805,2023,4,England,LEICESTER,England,DERBYSHIRE,47,"1,706"
54806,2023,4,England,LEICESTER,England,DURHAM,1,121
54808,2023,4,England,LEICESTER,England,HEREFORD & WORCESTER,2,26
54812,2023,4,England,LEICESTER,England,NORTH YORKSHIRE,5,476
54813,2023,4,England,LEICESTER,England,NOTTINGHAMSHIRE,12,232
54814,2023,4,England,LEICESTER,England,SHROPSHIRE,20,"3,363"
54815,2023,4,England,LEICESTER,England,SOMERSET,1,2
54816,2023,4,England,LEICESTER,England,STAFFORDSHIRE,35,"1,058"
54818,2023,4,England,LEICESTER,England,WARWICKSHIRE,43,"2,380"
54819,2023,4,England,LEICESTER,England,WEST MIDLANDS,19,"1,072"
54820,2023,4,England,LEICESTER,England,WEST YORKSHIRE,3,67
54821,2023,4,England,LEICESTER,Unknown,UNKNOWN,43,"1,034"
54822,2023,4,England,LEICESTER,Wales,CLWYD,4,310
54823,2023,4,England,LEICESTER,Wales,POWYS (NORTH & SOUTH),4,323
54825,2023,4,England,LINCOLNSHIRE,England,CUMBRIA,3,740
54826,2023,4,England,LINCOLNSHIRE,England,DERBYSHIRE,11,800
54827,2023,4,England,LINCOLNSHIRE,England,DURHAM,1,130
54829,2023,4,England,LINCOLNSHIRE,England,LANCASHIRE,5,308
54834,2023,4,England,LINCOLNSHIRE,England,NORTHUMBERLAND,1,193
54835,2023,4,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,54,"4,686"
54836,2023,4,England,LINCOLNSHIRE,England,NOTTINGHAMSHIRE,5,693
54837,2023,4,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,5,14
54838,2023,4,England,LINCOLNSHIRE,England,STAFFORDSHIRE,1,2
54839,2023,4,England,LINCOLNSHIRE,England,WARWICKSHIRE,8,989
54840,2023,4,England,LINCOLNSHIRE,England,WEST MIDLANDS,1,168
54841,2023,4,England,LINCOLNSHIRE,England,WEST YORKSHIRE,2,157
54842,2023,4,England,LINCOLNSHIRE,Unknown,UNKNOWN,1,6
54843,2023,4,England,LINCOLNSHIRE,Wales,CLWYD,1,95
54844,2023,4,England,LINCOLNSHIRE,Wales,POWYS (NORTH & SOUTH),2,238
54853,2023,4,England,NORFOLK,England,DERBYSHIRE,2,345
54856,2023,4,England,NORFOLK,England,LANCASHIRE,1,299
54861,2023,4,England,NORFOLK,England,NORTH YORKSHIRE,16,"1,045"
54863,2023,4,England,NORFOLK,Wales,DYFED,1,136
54864,2023,4,England,NORFOLK,Wales,MID GLAMORGAN,6,423
54865,2023,4,England,NORFOLK,Wales,POWYS (NORTH & SOUTH),3,868
54870,2023,4,England,NORTHAMPTONSHIRE,England,CORNWALL,6,"1,374"
54871,2023,4,England,NORTHAMPTONSHIRE,England,CUMBRIA,1,20
54872,2023,4,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,8,446
54875,2023,4,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,4,315
54878,2023,4,England,NORTHAMPTONSHIRE,England,LANCASHIRE,16,408
54884,2023,4,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,2,327
54885,2023,4,England,NORTHAMPTONSHIRE,England,SOMERSET,9,"1,422"
54886,2023,4,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,12,536
54887,2023,4,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,50,"1,497"
54888,2023,4,England,NORTHAMPTONSHIRE,England,WEST MIDLANDS,21,"3,747"
54889,2023,4,England,NORTHAMPTONSHIRE,Unknown,UNKNOWN,77,"2,773"
54890,2023,4,England,NORTHAMPTONSHIRE,Wales,CLWYD,2,35
54891,2023,4,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,4,879
54892,2023,4,England,NORTHAMPTONSHIRE,Wales,POWYS (NORTH & SOUTH),5,291
54959,2023,4,England,OXFORDSHIRE,England,DERBYSHIRE,7,117
54960,2023,4,England,OXFORDSHIRE,England,DORSET,1,9
54963,2023,4,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,33,755
54965,2023,4,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,10,248
54969,2023,4,England,OXFORDSHIRE,England,NORTH YORKSHIRE,1,271
54971,2023,4,England,OXFORDSHIRE,England,SHROPSHIRE,8,"1,173"
54972,2023,4,England,OXFORDSHIRE,England,STAFFORDSHIRE,1,106
54973,2023,4,England,OXFORDSHIRE,England,WARWICKSHIRE,60,"1,707"
54974,2023,4,England,OXFORDSHIRE,England,WEST MIDLANDS,2,92
54975,2023,4,England,OXFORDSHIRE,England,WILTSHIRE,8,134
54976,2023,4,England,OXFORDSHIRE,Unknown,UNKNOWN,41,"2,554"
54977,2023,4,England,OXFORDSHIRE,Wales,DYFED,1,76
54978,2023,4,England,OXFORDSHIRE,Wales,MID GLAMORGAN,3,194
54979,2023,4,England,OXFORDSHIRE,Wales,POWYS (NORTH & SOUTH),1,63
55064,2023,4,England,SUFFOLK,England,HEREFORD & WORCESTER,4,460
55068,2023,4,England,SUFFOLK,England,NORTH YORKSHIRE,6,"1,069"
55069,2023,4,England,SUFFOLK,England,SHROPSHIRE,1,2
55070,2023,4,England,SUFFOLK,England,STAFFORDSHIRE,1,1
55074,2023,4,England,SUFFOLK,Unknown,UNKNOWN,6,501
55075,2023,4,England,SUFFOLK,Wales,GWYNEDD,1,47
55076,2023,4,England,SUFFOLK,Wales,POWYS (NORTH & SOUTH),21,"7,288"
55077,2023,4,England,SURREY,England,DORSET,4,296
55079,2023,4,England,SURREY,England,GLOUCESTERSHIRE,1,159
55082,2023,4,England,SURREY,England,NORTH YORKSHIRE,2,17
55084,2023,4,England,SURREY,England,SHROPSHIRE,1,306
55085,2023,4,England,SURREY,England,SOMERSET,1,166
55088,2023,4,England,SURREY,England,WILTSHIRE,3,87
55089,2023,4,England,SURREY,Wales,DYFED,3,898
55115,2023,4,England,WEST SUSSEX,England,DORSET,23,"2,443"
55119,2023,4,England,WEST SUSSEX,England,SOMERSET,2,21
55121,2023,4,England,WEST SUSSEX,England,WEST MIDLANDS,4,"1,126"
55123,2023,4,England,WEST SUSSEX,England,WILTSHIRE,2,66
55124,2023,4,England,WEST SUSSEX,Unknown,UNKNOWN,1,285
55125,2023,4,England,WEST SUSSEX,Wales,POWYS (NORTH & SOUTH),1,178
55330,2023,5,England,BEDFORDSHIRE,England,HEREFORD & WORCESTER,2,150
55335,2023,5,England,BEDFORDSHIRE,England,NORTH YORKSHIRE,1,376
55337,2023,5,England,BEDFORDSHIRE,England,WARWICKSHIRE,3,111
55338,2023,5,England,BEDFORDSHIRE,Unknown,UNKNOWN,7,306
55339,2023,5,England,BEDFORDSHIRE,Wales,DYFED,1,3
55340,2023,5,England,BEDFORDSHIRE,Wales,POWYS (NORTH & SOUTH),3,141
55343,2023,5,England,BERKSHIRE,England,DEVONSHIRE,2,7
55344,2023,5,England,BERKSHIRE,England,DORSET,1,16
55345,2023,5,England,BERKSHIRE,England,GLOUCESTERSHIRE,27,814
55350,2023,5,England,BERKSHIRE,England,STAFFORDSHIRE,4,24
55351,2023,5,England,BERKSHIRE,England,WILTSHIRE,7,53
55352,2023,5,England,BERKSHIRE,Wales,DYFED,1,156
55353,2023,5,England,BERKSHIRE,Wales,MID GLAMORGAN,1,199
55354,2023,5,England,BERKSHIRE,Wales,POWYS (NORTH & SOUTH),2,54
55358,2023,5,England,BUCKINGHAMSHIRE,England,CUMBRIA,1,214
55359,2023,5,England,BUCKINGHAMSHIRE,England,DERBYSHIRE,4,37
55361,2023,5,England,BUCKINGHAMSHIRE,England,GLOUCESTERSHIRE,5,430
55364,2023,5,England,BUCKINGHAMSHIRE,England,HEREFORD & WORCESTER,2,183
55368,2023,5,England,BUCKINGHAMSHIRE,England,NORTH YORKSHIRE,4,"1,005"
55370,2023,5,England,BUCKINGHAMSHIRE,England,SOMERSET,2,191
55371,2023,5,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,2,11
55374,2023,5,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,27,708
55375,2023,5,England,BUCKINGHAMSHIRE,England,WEST MIDLANDS,1,40
55376,2023,5,England,BUCKINGHAMSHIRE,England,WILTSHIRE,1,11
55377,2023,5,England,BUCKINGHAMSHIRE,Unknown,UNKNOWN,48,"1,778"
55378,2023,5,England,BUCKINGHAMSHIRE,Wales,CLWYD,1,8
55379,2023,5,England,BUCKINGHAMSHIRE,Wales,DYFED,2,211
55380,2023,5,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,9,830
55383,2023,5,England,CAMBRIDGESHIRE,England,CHESHIRE,1,16
55391,2023,5,England,CAMBRIDGESHIRE,England,SHROPSHIRE,1,81
55393,2023,5,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,1,42
55395,2023,5,England,CAMBRIDGESHIRE,Wales,POWYS (NORTH & SOUTH),1,3
55569,2023,5,England,EAST SUSSEX,England,DEVONSHIRE,1,11
55570,2023,5,England,EAST SUSSEX,England,DORSET,3,207
55575,2023,5,England,EAST SUSSEX,England,SOMERSET,2,358
55577,2023,5,England,EAST SUSSEX,England,WEST MIDLANDS,2,233
55579,2023,5,England,EAST SUSSEX,Wales,MID GLAMORGAN,1,505
55581,2023,5,England,ESSEX,England,DEVONSHIRE,1,6
55584,2023,5,England,ESSEX,England,HEREFORD & WORCESTER,1,3
55590,2023,5,England,ESSEX,England,SHROPSHIRE,1,5
55592,2023,5,England,ESSEX,Unknown,UNKNOWN,5,909
55593,2023,5,England,ESSEX,Wales,DYFED,1,3
55594,2023,5,England,ESSEX,Wales,WEST GLAMORGAN,1,1
55621,2023,5,England,GREATER LONDON,England,SOMERSET,1,9
55624,2023,5,England,GREATER LONDON - EAST,England,DEVONSHIRE,1,9
55629,2023,5,England,GREATER LONDON - EAST,England,STAFFORDSHIRE,1,9
55639,2023,5,England,HAMPSHIRE,England,AVON,1,6
55643,2023,5,England,HAMPSHIRE,England,DEVONSHIRE,2,36
55644,2023,5,England,HAMPSHIRE,England,DORSET,19,933
55646,2023,5,England,HAMPSHIRE,England,GLOUCESTERSHIRE,7,444
55648,2023,5,England,HAMPSHIRE,England,HEREFORD & WORCESTER,1,45
55652,2023,5,England,HAMPSHIRE,England,SOMERSET,15,423
55653,2023,5,England,HAMPSHIRE,England,STAFFORDSHIRE,1,8
55655,2023,5,England,HAMPSHIRE,England,WARWICKSHIRE,1,8
55657,2023,5,England,HAMPSHIRE,England,WILTSHIRE,88,"1,383"
55658,2023,5,England,HAMPSHIRE,Wales,DYFED,1,78
55659,2023,5,England,HAMPSHIRE,Wales,POWYS (NORTH & SOUTH),8,"1,042"
55696,2023,5,England,HERTFORD,England,CUMBRIA,2,21
55697,2023,5,England,HERTFORD,England,DORSET,1,22
55699,2023,5,England,HERTFORD,England,GLOUCESTERSHIRE,1,4
55706,2023,5,England,HERTFORD,England,SHROPSHIRE,1,3
55708,2023,5,England,HERTFORD,England,WARWICKSHIRE,2,14
55710,2023,5,England,HERTFORD,England,WILTSHIRE,1,4
55711,2023,5,England,HERTFORD,Unknown,UNKNOWN,1,27
55712,2023,5,England,HERTFORD,Wales,MID GLAMORGAN,2,214
55713,2023,5,England,HERTFORD,Wales,POWYS (NORTH & SOUTH),3,266
55714,2023,5,England,HUMBERSIDE,England,CUMBRIA,2,43
55716,2023,5,England,HUMBERSIDE,England,LANCASHIRE,2,117
55719,2023,5,England,HUMBERSIDE,England,NORTH YORKSHIRE,238,"5,037"
55720,2023,5,England,HUMBERSIDE,England,SOUTH YORKSHIRE,3,6
55721,2023,5,England,HUMBERSIDE,England,STAFFORDSHIRE,1,59
55722,2023,5,England,HUMBERSIDE,England,WEST MIDLANDS,1,3
55723,2023,5,England,HUMBERSIDE,England,WEST YORKSHIRE,6,67
55734,2023,5,England,KENT,England,DEVONSHIRE,1,13
55735,2023,5,England,KENT,England,DORSET,2,45
55743,2023,5,England,KENT,England,NORTHUMBERLAND,3,158
55745,2023,5,England,KENT,England,SHROPSHIRE,1,6
55746,2023,5,England,KENT,England,SOMERSET,4,219
55749,2023,5,England,KENT,England,WARWICKSHIRE,7,857
55750,2023,5,England,KENT,England,WEST MIDLANDS,1,228
55752,2023,5,England,KENT,Wales,CLWYD,1,5
55753,2023,5,England,KENT,Wales,DYFED,1,202
55782,2023,5,England,LEICESTER,England,DERBYSHIRE,63,"2,127"
55784,2023,5,England,LEICESTER,England,HEREFORD & WORCESTER,3,247
55791,2023,5,England,LEICESTER,England,NORTH YORKSHIRE,2,582
55792,2023,5,England,LEICESTER,England,NOTTINGHAMSHIRE,12,268
55793,2023,5,England,LEICESTER,England,SHROPSHIRE,27,"1,951"
55794,2023,5,England,LEICESTER,England,STAFFORDSHIRE,50,"1,303"
55796,2023,5,England,LEICESTER,England,WARWICKSHIRE,54,"2,880"
55797,2023,5,England,LEICESTER,England,WEST MIDLANDS,20,886
55798,2023,5,England,LEICESTER,England,WEST YORKSHIRE,3,36
55799,2023,5,England,LEICESTER,Unknown,UNKNOWN,63,"1,300"
55800,2023,5,England,LEICESTER,Wales,CLWYD,5,763
55801,2023,5,England,LEICESTER,Wales,DYFED,3,265
55802,2023,5,England,LEICESTER,Wales,POWYS (NORTH & SOUTH),13,573
55804,2023,5,England,LINCOLNSHIRE,England,CUMBRIA,6,"1,239"
55805,2023,5,England,LINCOLNSHIRE,England,DERBYSHIRE,15,968
55806,2023,5,England,LINCOLNSHIRE,England,DEVONSHIRE,1,15
55807,2023,5,England,LINCOLNSHIRE,England,DURHAM,1,97
55808,2023,5,England,LINCOLNSHIRE,England,HEREFORD & WORCESTER,1,8
55810,2023,5,England,LINCOLNSHIRE,England,LANCASHIRE,4,184
55815,2023,5,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,71,"6,120"
55816,2023,5,England,LINCOLNSHIRE,England,NOTTINGHAMSHIRE,2,50
55817,2023,5,England,LINCOLNSHIRE,England,SHROPSHIRE,2,7
55818,2023,5,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,11,44
55819,2023,5,England,LINCOLNSHIRE,England,STAFFORDSHIRE,2,16
55820,2023,5,England,LINCOLNSHIRE,England,WARWICKSHIRE,8,939
55821,2023,5,England,LINCOLNSHIRE,England,WEST YORKSHIRE,2,28
55822,2023,5,England,LINCOLNSHIRE,Unknown,UNKNOWN,2,38
55823,2023,5,England,LINCOLNSHIRE,Wales,POWYS (NORTH & SOUTH),1,31
55832,2023,5,England,NORFOLK,England,CUMBRIA,5,"1,138"
55833,2023,5,England,NORFOLK,England,DURHAM,1,100
55841,2023,5,England,NORFOLK,England,NORTH YORKSHIRE,14,"1,627"
55842,2023,5,England,NORFOLK,England,SHROPSHIRE,1,2
55843,2023,5,England,NORFOLK,England,SOMERSET,2,368
55845,2023,5,England,NORFOLK,Wales,DYFED,2,355
55846,2023,5,England,NORFOLK,Wales,MID GLAMORGAN,5,395
55847,2023,5,England,NORFOLK,Wales,POWYS (NORTH & SOUTH),4,429
55851,2023,5,England,NORTHAMPTONSHIRE,England,CORNWALL,6,905
55852,2023,5,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,7,347
55853,2023,5,England,NORTHAMPTONSHIRE,England,DEVONSHIRE,1,9
55854,2023,5,England,NORTHAMPTONSHIRE,England,GLOUCESTERSHIRE,1,1
55855,2023,5,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,10,408
55859,2023,5,England,NORTHAMPTONSHIRE,England,LANCASHIRE,16,277
55865,2023,5,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,11,"1,100"
55866,2023,5,England,NORTHAMPTONSHIRE,England,SOMERSET,11,"1,950"
55867,2023,5,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,9,487
55869,2023,5,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,80,"3,317"
55870,2023,5,England,NORTHAMPTONSHIRE,England,WEST MIDLANDS,26,"4,396"
55871,2023,5,England,NORTHAMPTONSHIRE,Unknown,UNKNOWN,83,"1,760"
55872,2023,5,England,NORTHAMPTONSHIRE,Wales,CLWYD,5,605
55873,2023,5,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,12,"2,742"
55874,2023,5,England,NORTHAMPTONSHIRE,Wales,POWYS (NORTH & SOUTH),13,530
55947,2023,5,England,OXFORDSHIRE,England,CHESHIRE,1,17
55948,2023,5,England,OXFORDSHIRE,England,CUMBRIA,1,8
55949,2023,5,England,OXFORDSHIRE,England,DERBYSHIRE,5,43
55950,2023,5,England,OXFORDSHIRE,England,DEVONSHIRE,1,72
55952,2023,5,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,30,"1,545"
55953,2023,5,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,11,310
55957,2023,5,England,OXFORDSHIRE,England,NORTHUMBERLAND,2,35
55959,2023,5,England,OXFORDSHIRE,England,SHROPSHIRE,11,"1,060"
55960,2023,5,England,OXFORDSHIRE,England,SOMERSET,3,21
55961,2023,5,England,OXFORDSHIRE,England,WARWICKSHIRE,60,"1,993"
55962,2023,5,England,OXFORDSHIRE,England,WILTSHIRE,8,229
55963,2023,5,England,OXFORDSHIRE,Unknown,UNKNOWN,47,"1,775"
55964,2023,5,England,OXFORDSHIRE,Wales,CLWYD,1,472
55965,2023,5,England,OXFORDSHIRE,Wales,MID GLAMORGAN,3,206
55966,2023,5,England,OXFORDSHIRE,Wales,POWYS (NORTH & SOUTH),4,508
56063,2023,5,England,SUFFOLK,England,CUMBRIA,1,26
56064,2023,5,England,SUFFOLK,England,DEVONSHIRE,3,31
56066,2023,5,England,SUFFOLK,England,HEREFORD & WORCESTER,1,292
56070,2023,5,England,SUFFOLK,England,NORTH YORKSHIRE,3,130
56071,2023,5,England,SUFFOLK,England,SHROPSHIRE,2,11
56073,2023,5,England,SUFFOLK,Unknown,UNKNOWN,5,679
56074,2023,5,England,SUFFOLK,Wales,CLWYD,1,1
56075,2023,5,England,SUFFOLK,Wales,POWYS (NORTH & SOUTH),17,"7,385"
56076,2023,5,England,SURREY,England,DEVONSHIRE,3,17
56077,2023,5,England,SURREY,England,DORSET,1,104
56082,2023,5,England,SURREY,England,NORTH YORKSHIRE,1,2
56083,2023,5,England,SURREY,England,SOMERSET,3,22
56086,2023,5,England,SURREY,England,WILTSHIRE,3,32
56087,2023,5,England,SURREY,Wales,DYFED,3,735
56114,2023,5,England,WEST SUSSEX,England,DEVONSHIRE,1,3
56115,2023,5,England,WEST SUSSEX,England,DORSET,13,"1,637"
56120,2023,5,England,WEST SUSSEX,England,SOMERSET,1,6
56122,2023,5,England,WEST SUSSEX,England,WEST MIDLANDS,2,855
56124,2023,5,England,WEST SUSSEX,England,WILTSHIRE,3,14
56125,2023,5,England,WEST SUSSEX,Wales,DYFED,1,153
56126,2023,5,England,WEST SUSSEX,Wales,POWYS (NORTH & SOUTH),1,3
56362,2023,6,England,BEDFORDSHIRE,England,DERBYSHIRE,2,21
56363,2023,6,England,BEDFORDSHIRE,England,HEREFORD & WORCESTER,1,14
56369,2023,6,England,BEDFORDSHIRE,England,NORTHUMBERLAND,1,3
56370,2023,6,England,BEDFORDSHIRE,England,NORTH YORKSHIRE,2,804
56372,2023,6,England,BEDFORDSHIRE,England,WARWICKSHIRE,3,73
56374,2023,6,England,BEDFORDSHIRE,England,WEST YORKSHIRE,1,200
56375,2023,6,England,BEDFORDSHIRE,Unknown,UNKNOWN,3,160
56376,2023,6,England,BEDFORDSHIRE,Wales,MID GLAMORGAN,5,229
56377,2023,6,England,BEDFORDSHIRE,Wales,POWYS (NORTH & SOUTH),3,87
56380,2023,6,England,BERKSHIRE,England,DORSET,1,102
56381,2023,6,England,BERKSHIRE,England,GLOUCESTERSHIRE,17,534
56383,2023,6,England,BERKSHIRE,England,HEREFORD & WORCESTER,5,36
56386,2023,6,England,BERKSHIRE,England,NORTHUMBERLAND,1,249
56390,2023,6,England,BERKSHIRE,England,WILTSHIRE,8,71
56391,2023,6,England,BERKSHIRE,Wales,MID GLAMORGAN,1,306
56392,2023,6,England,BERKSHIRE,Wales,POWYS (NORTH & SOUTH),1,77
56395,2023,6,England,BUCKINGHAMSHIRE,England,DERBYSHIRE,2,69
56396,2023,6,England,BUCKINGHAMSHIRE,England,GLOUCESTERSHIRE,3,274
56404,2023,6,England,BUCKINGHAMSHIRE,England,NORTH YORKSHIRE,4,"1,384"
56406,2023,6,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,1,29
56407,2023,6,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,34,997
56409,2023,6,England,BUCKINGHAMSHIRE,England,WILTSHIRE,3,31
56410,2023,6,England,BUCKINGHAMSHIRE,Unknown,UNKNOWN,20,659
56411,2023,6,England,BUCKINGHAMSHIRE,Wales,DYFED,1,65
56412,2023,6,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,24,"1,276"
56416,2023,6,England,CAMBRIDGESHIRE,England,HEREFORD & WORCESTER,2,10
56423,2023,6,England,CAMBRIDGESHIRE,England,NOTTINGHAMSHIRE,1,4
56424,2023,6,England,CAMBRIDGESHIRE,England,SOMERSET,1,20
56426,2023,6,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,3,80
56427,2023,6,England,CAMBRIDGESHIRE,Wales,POWYS (NORTH & SOUTH),1,152
56599,2023,6,England,EAST SUSSEX,England,CORNWALL,1,16
56600,2023,6,England,EAST SUSSEX,England,DORSET,5,469
56606,2023,6,England,EAST SUSSEX,England,SOMERSET,3,250
56608,2023,6,England,EAST SUSSEX,England,WARWICKSHIRE,1,4
56610,2023,6,England,EAST SUSSEX,Unknown,UNKNOWN,1,50
56612,2023,6,England,ESSEX,England,GLOUCESTERSHIRE,1,4
56615,2023,6,England,ESSEX,England,HEREFORD & WORCESTER,2,14
56620,2023,6,England,ESSEX,England,WARWICKSHIRE,1,7
56621,2023,6,England,ESSEX,Unknown,UNKNOWN,2,92
56657,2023,6,England,GREATER LONDON - EAST,England,HEREFORD & WORCESTER,2,23
56673,2023,6,England,HAMPSHIRE,England,CUMBRIA,1,27
56674,2023,6,England,HAMPSHIRE,England,DORSET,22,555
56676,2023,6,England,HAMPSHIRE,England,GLOUCESTERSHIRE,10,271
56678,2023,6,England,HAMPSHIRE,England,HEREFORD & WORCESTER,1,7
56682,2023,6,England,HAMPSHIRE,England,SOMERSET,6,268
56685,2023,6,England,HAMPSHIRE,England,WILTSHIRE,63,"1,677"
56686,2023,6,England,HAMPSHIRE,Unknown,UNKNOWN,1,461
56687,2023,6,England,HAMPSHIRE,Wales,CLWYD,1,11
56688,2023,6,England,HAMPSHIRE,Wales,DYFED,1,19
56689,2023,6,England,HAMPSHIRE,Wales,POWYS (NORTH & SOUTH),2,245
56737,2023,6,England,HERTFORD,England,HEREFORD & WORCESTER,1,7
56743,2023,6,England,HERTFORD,England,WARWICKSHIRE,1,2
56744,2023,6,England,HERTFORD,Unknown,UNKNOWN,2,36
56745,2023,6,England,HERTFORD,Wales,MID GLAMORGAN,1,10
56746,2023,6,England,HERTFORD,Wales,POWYS (NORTH & SOUTH),4,759
56747,2023,6,England,HUMBERSIDE,England,AVON,1,3
56748,2023,6,England,HUMBERSIDE,England,CHESHIRE,1,7
56749,2023,6,England,HUMBERSIDE,England,CUMBRIA,3,96
