,Year,Month,Best CPH Country (Dep),OnCounty,Best CPH Country (Dest),OffCounty,Movements,Animals
59098,2023,8,England,NORFOLK,England,WARWICKSHIRE,2,102
59100,2023,8,England,NORFOLK,England,WEST YORKSHIRE,1,15
59101,2023,8,England,NORFOLK,Unknown,UNKNOWN,4,64
59102,2023,8,England,NORFOLK,Wales,DYFED,1,1
59103,2023,8,England,NORFOLK,Wales,POWYS (NORTH & SOUTH),2,264
59108,2023,8,England,NORTHAMPTONSHIRE,England,CHESHIRE,1,21
59109,2023,8,England,NORTHAMPTONSHIRE,England,CORNWALL,15,"1,223"
59110,2023,8,England,NORTHAMPTONSHIRE,England,CUMBRIA,6,121
59111,2023,8,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,16,543
59112,2023,8,England,NORTHAMPTONSHIRE,England,DORSET,6,"1,758"
59114,2023,8,England,NORTHAMPTONSHIRE,England,GLOUCESTERSHIRE,1,89
59115,2023,8,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,10,163
59119,2023,8,England,NORTHAMPTONSHIRE,England,LANCASHIRE,45,"1,112"
59125,2023,8,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,3,304
59126,2023,8,England,NORTHAMPTONSHIRE,England,SOMERSET,12,"2,044"
59127,2023,8,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,6,391
59129,2023,8,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,136,"4,762"
59130,2023,8,England,NORTHAMPTONSHIRE,England,WEST MIDLANDS,24,"3,357"
59131,2023,8,England,NORTHAMPTONSHIRE,Unknown,UNKNOWN,122,"4,006"
59132,2023,8,England,NORTHAMPTONSHIRE,Wales,CLWYD,4,406
59133,2023,8,England,NORTHAMPTONSHIRE,Wales,DYFED,2,2
59134,2023,8,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,9,"1,876"
59135,2023,8,England,NORTHAMPTONSHIRE,Wales,POWYS (NORTH & SOUTH),13,655
59222,2023,8,England,OXFORDSHIRE,England,AVON,1,2
59226,2023,8,England,OXFORDSHIRE,England,CHESHIRE,1,168
59227,2023,8,England,OXFORDSHIRE,England,CORNWALL,1,321
59228,2023,8,England,OXFORDSHIRE,England,CUMBRIA,5,149
59229,2023,8,England,OXFORDSHIRE,England,DERBYSHIRE,5,202
59230,2023,8,England,OXFORDSHIRE,England,DEVONSHIRE,10,585
59231,2023,8,England,OXFORDSHIRE,England,DORSET,5,418
59233,2023,8,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,49,"2,085"
59235,2023,8,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,10,368
59237,2023,8,England,OXFORDSHIRE,England,ISLE OF WIGHT,1,2
59239,2023,8,England,OXFORDSHIRE,England,LANCASHIRE,1,34
59243,2023,8,England,OXFORDSHIRE,England,NORTHUMBERLAND,1,107
59245,2023,8,England,OXFORDSHIRE,England,SHROPSHIRE,8,"1,503"
59246,2023,8,England,OXFORDSHIRE,England,SOMERSET,2,9
59247,2023,8,England,OXFORDSHIRE,England,STAFFORDSHIRE,2,13
59249,2023,8,England,OXFORDSHIRE,England,WARWICKSHIRE,105,"2,718"
59250,2023,8,England,OXFORDSHIRE,England,WEST YORKSHIRE,1,6
59251,2023,8,England,OXFORDSHIRE,England,WILTSHIRE,8,78
59252,2023,8,England,OXFORDSHIRE,Unknown,UNKNOWN,30,"1,335"
59253,2023,8,England,OXFORDSHIRE,Wales,CLWYD,2,339
59254,2023,8,England,OXFORDSHIRE,Wales,DYFED,2,92
59255,2023,8,England,OXFORDSHIRE,Wales,GWENT,2,225
59256,2023,8,England,OXFORDSHIRE,Wales,GWYNEDD,11,"1,743"
59257,2023,8,England,OXFORDSHIRE,Wales,MID GLAMORGAN,8,"1,114"
59367,2023,8,England,SUFFOLK,England,CORNWALL,1,653
59368,2023,8,England,SUFFOLK,England,CUMBRIA,1,11
59369,2023,8,England,SUFFOLK,England,DEVONSHIRE,1,3
59372,2023,8,England,SUFFOLK,England,HEREFORD & WORCESTER,2,502
59376,2023,8,England,SUFFOLK,England,NORTH YORKSHIRE,6,"1,447"
59380,2023,8,England,SUFFOLK,Unknown,UNKNOWN,11,777
59381,2023,8,England,SUFFOLK,Wales,DYFED,5,261
59382,2023,8,England,SUFFOLK,Wales,POWYS (NORTH & SOUTH),2,205
59386,2023,8,England,SURREY,England,CUMBRIA,1,30
59387,2023,8,England,SURREY,England,DORSET,7,272
59392,2023,8,England,SURREY,England,HEREFORD & WORCESTER,1,5
59397,2023,8,England,SURREY,England,SOMERSET,3,281
59400,2023,8,England,SURREY,England,WILTSHIRE,1,17
59442,2023,8,England,WEST SUSSEX,England,DEVONSHIRE,2,40
59443,2023,8,England,WEST SUSSEX,England,DORSET,33,"2,134"
59447,2023,8,England,WEST SUSSEX,England,HEREFORD & WORCESTER,1,7
59451,2023,8,England,WEST SUSSEX,England,NORTHUMBERLAND,1,9
59452,2023,8,England,WEST SUSSEX,England,SOMERSET,3,49
59455,2023,8,England,WEST SUSSEX,England,WILTSHIRE,3,16
59456,2023,8,England,WEST SUSSEX,Wales,CLWYD,1,3
59457,2023,8,England,WEST SUSSEX,Wales,MID GLAMORGAN,1,3
59458,2023,8,England,WEST SUSSEX,Wales,POWYS (NORTH & SOUTH),1,2
59730,2023,9,England,BEDFORDSHIRE,England,CUMBRIA,1,232
59731,2023,9,England,BEDFORDSHIRE,England,GLOUCESTERSHIRE,2,15
59738,2023,9,England,BEDFORDSHIRE,England,NORTH YORKSHIRE,2,377
59740,2023,9,England,BEDFORDSHIRE,England,WARWICKSHIRE,1,43
59741,2023,9,England,BEDFORDSHIRE,Unknown,UNKNOWN,7,228
59742,2023,9,England,BEDFORDSHIRE,Wales,GWENT,1,5
59743,2023,9,England,BEDFORDSHIRE,Wales,MID GLAMORGAN,1,119
59746,2023,9,England,BERKSHIRE,England,CHESHIRE,2,8
59747,2023,9,England,BERKSHIRE,England,DEVONSHIRE,1,28
59748,2023,9,England,BERKSHIRE,England,DORSET,2,11
59749,2023,9,England,BERKSHIRE,England,GLOUCESTERSHIRE,19,428
59754,2023,9,England,BERKSHIRE,England,NORTHUMBERLAND,1,100
59757,2023,9,England,BERKSHIRE,England,WARWICKSHIRE,2,9
59759,2023,9,England,BERKSHIRE,England,WILTSHIRE,10,379
59760,2023,9,England,BERKSHIRE,Wales,DYFED,1,40
59761,2023,9,England,BUCKINGHAMSHIRE,England,AVON,1,20
59766,2023,9,England,BUCKINGHAMSHIRE,England,CUMBRIA,1,6
59767,2023,9,England,BUCKINGHAMSHIRE,England,DORSET,2,87
59770,2023,9,England,BUCKINGHAMSHIRE,England,GLOUCESTERSHIRE,8,69
59773,2023,9,England,BUCKINGHAMSHIRE,England,HEREFORD & WORCESTER,3,69
59776,2023,9,England,BUCKINGHAMSHIRE,England,ISLE OF WIGHT,1,1
59778,2023,9,England,BUCKINGHAMSHIRE,England,LANCASHIRE,2,41
59782,2023,9,England,BUCKINGHAMSHIRE,England,NORTHUMBERLAND,2,396
59783,2023,9,England,BUCKINGHAMSHIRE,England,NORTH YORKSHIRE,2,195
59785,2023,9,England,BUCKINGHAMSHIRE,England,SOMERSET,3,11
59786,2023,9,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,2,4
59789,2023,9,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,36,"1,592"
59791,2023,9,England,BUCKINGHAMSHIRE,England,WILTSHIRE,5,74
59792,2023,9,England,BUCKINGHAMSHIRE,Unknown,UNKNOWN,37,"1,183"
59793,2023,9,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,8,599
59797,2023,9,England,CAMBRIDGESHIRE,England,CUMBRIA,2,23
59798,2023,9,England,CAMBRIDGESHIRE,England,DERBYSHIRE,1,7
59799,2023,9,England,CAMBRIDGESHIRE,England,DORSET,1,79
59801,2023,9,England,CAMBRIDGESHIRE,England,GLOUCESTERSHIRE,1,8
59802,2023,9,England,CAMBRIDGESHIRE,England,HEREFORD & WORCESTER,4,61
59805,2023,9,England,CAMBRIDGESHIRE,England,LANCASHIRE,1,191
59812,2023,9,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,4,73
59813,2023,9,England,CAMBRIDGESHIRE,Unknown,UNKNOWN,1,6
60035,2023,9,England,EAST SUSSEX,England,CUMBRIA,1,8
60036,2023,9,England,EAST SUSSEX,England,DORSET,4,209
60043,2023,9,England,EAST SUSSEX,England,SHROPSHIRE,1,514
60044,2023,9,England,EAST SUSSEX,England,SOMERSET,2,244
60048,2023,9,England,EAST SUSSEX,Wales,POWYS (NORTH & SOUTH),2,90
60049,2023,9,England,EAST SUSSEX,Wales,SOUTH GLAMORGAN,1,177
60052,2023,9,England,ESSEX,England,DORSET,1,1
60053,2023,9,England,ESSEX,England,DURHAM,1,2
60062,2023,9,England,ESSEX,England,NORTH YORKSHIRE,1,130
60065,2023,9,England,ESSEX,Unknown,UNKNOWN,1,4
60113,2023,9,England,GREATER LONDON - EAST,England,GLOUCESTERSHIRE,1,9
60129,2023,9,England,HAMPSHIRE,England,CORNWALL,2,166
60130,2023,9,England,HAMPSHIRE,England,CUMBRIA,1,3
60131,2023,9,England,HAMPSHIRE,England,DEVONSHIRE,1,40
60132,2023,9,England,HAMPSHIRE,England,DORSET,22,355
60135,2023,9,England,HAMPSHIRE,England,GLOUCESTERSHIRE,7,576
60137,2023,9,England,HAMPSHIRE,England,HEREFORD & WORCESTER,2,14
60138,2023,9,England,HAMPSHIRE,England,ISLE OF WIGHT,5,17
60143,2023,9,England,HAMPSHIRE,England,SOMERSET,6,101
60145,2023,9,England,HAMPSHIRE,England,WARWICKSHIRE,1,250
60147,2023,9,England,HAMPSHIRE,England,WEST YORKSHIRE,1,3
60148,2023,9,England,HAMPSHIRE,England,WILTSHIRE,95,"3,067"
60149,2023,9,England,HAMPSHIRE,Unknown,UNKNOWN,1,1
60150,2023,9,England,HAMPSHIRE,Wales,DYFED,1,103
60199,2023,9,England,HERTFORD,England,DERBYSHIRE,1,152
60200,2023,9,England,HERTFORD,England,DORSET,3,6
60202,2023,9,England,HERTFORD,England,GLOUCESTERSHIRE,3,10
60203,2023,9,England,HERTFORD,England,HEREFORD & WORCESTER,1,13
60210,2023,9,England,HERTFORD,Wales,CLWYD,1,1
60211,2023,9,England,HERTFORD,Wales,DYFED,1,1
60212,2023,9,England,HERTFORD,Wales,MID GLAMORGAN,1,46
60213,2023,9,England,HERTFORD,Wales,POWYS (NORTH & SOUTH),1,152
60215,2023,9,England,HUMBERSIDE,England,CUMBRIA,6,20
60216,2023,9,England,HUMBERSIDE,England,DERBYSHIRE,6,217
60217,2023,9,England,HUMBERSIDE,England,DURHAM,5,63
60218,2023,9,England,HUMBERSIDE,England,GLOUCESTERSHIRE,1,8
60219,2023,9,England,HUMBERSIDE,England,GREATER MANCHESTER,1,1
60221,2023,9,England,HUMBERSIDE,England,LANCASHIRE,3,46
60224,2023,9,England,HUMBERSIDE,England,NORTH YORKSHIRE,190,"3,799"
60225,2023,9,England,HUMBERSIDE,England,NOTTINGHAMSHIRE,1,6
60226,2023,9,England,HUMBERSIDE,England,SOUTH YORKSHIRE,10,73
60228,2023,9,England,HUMBERSIDE,England,WEST MIDLANDS,1,98
60229,2023,9,England,HUMBERSIDE,England,WEST YORKSHIRE,7,69
60245,2023,9,England,KENT,England,CORNWALL,4,"1,445"
60246,2023,9,England,KENT,England,DEVONSHIRE,12,"1,908"
60252,2023,9,England,KENT,England,HEREFORD & WORCESTER,5,275
60257,2023,9,England,KENT,England,NORTH YORKSHIRE,2,7
60259,2023,9,England,KENT,England,SHROPSHIRE,1,177
60260,2023,9,England,KENT,England,SOMERSET,7,"1,789"
60264,2023,9,England,KENT,Wales,DYFED,1,616
60265,2023,9,England,KENT,Wales,POWYS (NORTH & SOUTH),2,108
60297,2023,9,England,LEICESTER,England,CORNWALL,2,7
60298,2023,9,England,LEICESTER,England,CUMBRIA,9,229
60299,2023,9,England,LEICESTER,England,DERBYSHIRE,71,"2,434"
60300,2023,9,England,LEICESTER,England,DEVONSHIRE,3,3
60301,2023,9,England,LEICESTER,England,DORSET,1,78
60304,2023,9,England,LEICESTER,England,GLOUCESTERSHIRE,11,76
60306,2023,9,England,LEICESTER,England,GREATER MANCHESTER,2,4
60307,2023,9,England,LEICESTER,England,HEREFORD & WORCESTER,7,60
60311,2023,9,England,LEICESTER,England,LANCASHIRE,1,2
60316,2023,9,England,LEICESTER,England,NORTH YORKSHIRE,11,266
60317,2023,9,England,LEICESTER,England,NOTTINGHAMSHIRE,32,925
60319,2023,9,England,LEICESTER,England,SHROPSHIRE,10,311
60320,2023,9,England,LEICESTER,England,SOMERSET,2,6
60321,2023,9,England,LEICESTER,England,SOUTH YORKSHIRE,4,19
60322,2023,9,England,LEICESTER,England,STAFFORDSHIRE,46,868
60325,2023,9,England,LEICESTER,England,WARWICKSHIRE,86,"4,218"
60326,2023,9,England,LEICESTER,England,WEST MIDLANDS,15,909
60328,2023,9,England,LEICESTER,England,WEST YORKSHIRE,3,57
60329,2023,9,England,LEICESTER,Unknown,UNKNOWN,51,899
60330,2023,9,England,LEICESTER,Wales,CLWYD,3,151
60331,2023,9,England,LEICESTER,Wales,DYFED,11,493
60332,2023,9,England,LEICESTER,Wales,POWYS (NORTH & SOUTH),23,"1,177"
60336,2023,9,England,LINCOLNSHIRE,England,CLEVELAND,1,2
60337,2023,9,England,LINCOLNSHIRE,England,DERBYSHIRE,7,437
60338,2023,9,England,LINCOLNSHIRE,England,DEVONSHIRE,1,1
60339,2023,9,England,LINCOLNSHIRE,England,DORSET,1,85
60340,2023,9,England,LINCOLNSHIRE,England,DURHAM,3,377
60341,2023,9,England,LINCOLNSHIRE,England,GLOUCESTERSHIRE,2,16
60342,2023,9,England,LINCOLNSHIRE,England,HEREFORD & WORCESTER,2,268
60344,2023,9,England,LINCOLNSHIRE,England,LANCASHIRE,1,94
60349,2023,9,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,38,"1,976"
60350,2023,9,England,LINCOLNSHIRE,England,NOTTINGHAMSHIRE,15,119
60351,2023,9,England,LINCOLNSHIRE,England,SHROPSHIRE,1,1
60352,2023,9,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,8,38
60353,2023,9,England,LINCOLNSHIRE,England,STAFFORDSHIRE,5,321
60355,2023,9,England,LINCOLNSHIRE,England,WARWICKSHIRE,9,995
60356,2023,9,England,LINCOLNSHIRE,England,WEST YORKSHIRE,1,42
60357,2023,9,England,LINCOLNSHIRE,Unknown,UNKNOWN,2,25
60358,2023,9,England,LINCOLNSHIRE,Wales,CLWYD,1,231
60359,2023,9,England,LINCOLNSHIRE,Wales,POWYS (NORTH & SOUTH),3,167
60366,2023,9,England,NORFOLK,England,CUMBRIA,3,46
60367,2023,9,England,NORFOLK,England,DORSET,2,13
60369,2023,9,England,NORFOLK,England,HEREFORD & WORCESTER,3,124
60372,2023,9,England,NORFOLK,England,LANCASHIRE,1,1
60377,2023,9,England,NORFOLK,England,NORTH YORKSHIRE,6,205
60378,2023,9,England,NORFOLK,England,NOTTINGHAMSHIRE,1,11
60380,2023,9,England,NORFOLK,England,SOMERSET,3,31
60382,2023,9,England,NORFOLK,England,TYNE & WEAR,1,2
60383,2023,9,England,NORFOLK,England,WARWICKSHIRE,2,121
60384,2023,9,England,NORFOLK,Unknown,UNKNOWN,4,36
60385,2023,9,England,NORFOLK,Wales,DYFED,1,143
60386,2023,9,England,NORFOLK,Wales,POWYS (NORTH & SOUTH),2,183
60391,2023,9,England,NORTHAMPTONSHIRE,England,CHESHIRE,2,33
60392,2023,9,England,NORTHAMPTONSHIRE,England,CORNWALL,11,"1,176"
60393,2023,9,England,NORTHAMPTONSHIRE,England,CUMBRIA,2,6
60394,2023,9,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,7,112
60395,2023,9,England,NORTHAMPTONSHIRE,England,DORSET,13,"3,453"
60397,2023,9,England,NORTHAMPTONSHIRE,England,GLOUCESTERSHIRE,8,48
60398,2023,9,England,NORTHAMPTONSHIRE,England,HEREFORD & WORCESTER,4,47
60402,2023,9,England,NORTHAMPTONSHIRE,England,LANCASHIRE,34,814
60407,2023,9,England,NORTHAMPTONSHIRE,England,NORTH YORKSHIRE,2,170
60409,2023,9,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,9,411
60410,2023,9,England,NORTHAMPTONSHIRE,England,SOMERSET,11,"2,047"
60411,2023,9,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,11,941
60413,2023,9,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,127,"3,986"
60414,2023,9,England,NORTHAMPTONSHIRE,England,WEST MIDLANDS,6,"1,512"
60416,2023,9,England,NORTHAMPTONSHIRE,England,WEST YORKSHIRE,1,1
60417,2023,9,England,NORTHAMPTONSHIRE,Unknown,UNKNOWN,122,"4,410"
60418,2023,9,England,NORTHAMPTONSHIRE,Wales,CLWYD,4,215
60419,2023,9,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,6,880
60420,2023,9,England,NORTHAMPTONSHIRE,Wales,POWYS (NORTH & SOUTH),11,576
60528,2023,9,England,OXFORDSHIRE,England,AVON,1,383
60532,2023,9,England,OXFORDSHIRE,England,CUMBRIA,1,59
60533,2023,9,England,OXFORDSHIRE,England,DERBYSHIRE,2,82
60534,2023,9,England,OXFORDSHIRE,England,DEVONSHIRE,1,4
60535,2023,9,England,OXFORDSHIRE,England,DORSET,1,3
60537,2023,9,England,OXFORDSHIRE,England,GLOUCESTERSHIRE,41,"1,742"
60539,2023,9,England,OXFORDSHIRE,England,HEREFORD & WORCESTER,15,229
60541,2023,9,England,OXFORDSHIRE,England,ISLE OF WIGHT,2,7
60547,2023,9,England,OXFORDSHIRE,England,SHROPSHIRE,2,89
60548,2023,9,England,OXFORDSHIRE,England,SOMERSET,2,25
60549,2023,9,England,OXFORDSHIRE,England,STAFFORDSHIRE,1,1
60551,2023,9,England,OXFORDSHIRE,England,WARWICKSHIRE,73,"1,855"
60552,2023,9,England,OXFORDSHIRE,England,WEST MIDLANDS,2,168
60554,2023,9,England,OXFORDSHIRE,England,WEST YORKSHIRE,1,3
60555,2023,9,England,OXFORDSHIRE,England,WILTSHIRE,6,56
60556,2023,9,England,OXFORDSHIRE,Unknown,UNKNOWN,28,"1,065"
60557,2023,9,England,OXFORDSHIRE,Wales,CLWYD,1,10
60558,2023,9,England,OXFORDSHIRE,Wales,DYFED,3,271
60559,2023,9,England,OXFORDSHIRE,Wales,GWENT,1,5
60560,2023,9,England,OXFORDSHIRE,Wales,MID GLAMORGAN,6,729
60561,2023,9,England,OXFORDSHIRE,Wales,POWYS (NORTH & SOUTH),6,443
60685,2023,9,England,SUFFOLK,England,CUMBRIA,1,12
60686,2023,9,England,SUFFOLK,England,DERBYSHIRE,1,1
60687,2023,9,England,SUFFOLK,England,DORSET,1,1
60689,2023,9,England,SUFFOLK,England,HEREFORD & WORCESTER,2,147
60693,2023,9,England,SUFFOLK,England,NORTH YORKSHIRE,5,893
60694,2023,9,England,SUFFOLK,England,SOUTH YORKSHIRE,1,4
60697,2023,9,England,SUFFOLK,England,WILTSHIRE,1,41
60698,2023,9,England,SUFFOLK,Unknown,UNKNOWN,5,687
60699,2023,9,England,SUFFOLK,Wales,CLWYD,1,8
60700,2023,9,England,SUFFOLK,Wales,POWYS (NORTH & SOUTH),3,127
60702,2023,9,England,SURREY,England,CUMBRIA,1,31
60703,2023,9,England,SURREY,England,DEVONSHIRE,2,2
60704,2023,9,England,SURREY,England,DORSET,2,58
60707,2023,9,England,SURREY,England,GLOUCESTERSHIRE,1,6
60711,2023,9,England,SURREY,England,NORTH YORKSHIRE,1,9
60713,2023,9,England,SURREY,England,SHROPSHIRE,1,11
60714,2023,9,England,SURREY,England,SOMERSET,2,195
60717,2023,9,England,SURREY,England,WILTSHIRE,4,422
60766,2023,9,England,WEST SUSSEX,England,CORNWALL,2,245
60767,2023,9,England,WEST SUSSEX,England,DERBYSHIRE,1,1
60768,2023,9,England,WEST SUSSEX,England,DORSET,21,"1,287"
60772,2023,9,England,WEST SUSSEX,England,HEREFORD & WORCESTER,1,23
60773,2023,9,England,WEST SUSSEX,England,ISLE OF WIGHT,2,4
60777,2023,9,England,WEST SUSSEX,England,SHROPSHIRE,1,2
60778,2023,9,England,WEST SUSSEX,England,SOMERSET,5,183
60781,2023,9,England,WEST SUSSEX,England,WILTSHIRE,8,91
60782,2023,9,England,WEST SUSSEX,Wales,CLWYD,1,23
60783,2023,9,England,WEST SUSSEX,Wales,DYFED,2,50
60784,2023,9,England,WEST SUSSEX,Wales,POWYS (NORTH & SOUTH),1,400
60785,2023,9,England,WEST SUSSEX,Wales,SOUTH GLAMORGAN,1,45
61099,2023,10,England,BEDFORDSHIRE,England,DERBYSHIRE,2,50
61101,2023,10,England,BEDFORDSHIRE,England,HEREFORD & WORCESTER,1,1
61107,2023,10,England,BEDFORDSHIRE,England,NORTH YORKSHIRE,1,175
61109,2023,10,England,BEDFORDSHIRE,England,WARWICKSHIRE,7,178
61112,2023,10,England,BERKSHIRE,England,DEVONSHIRE,1,78
61113,2023,10,England,BERKSHIRE,England,DORSET,1,32
61114,2023,10,England,BERKSHIRE,England,GLOUCESTERSHIRE,26,721
61116,2023,10,England,BERKSHIRE,England,NORTHUMBERLAND,1,58
61119,2023,10,England,BERKSHIRE,England,WARWICKSHIRE,1,12
61120,2023,10,England,BERKSHIRE,England,WILTSHIRE,9,480
61124,2023,10,England,BUCKINGHAMSHIRE,England,CORNWALL,1,63
61125,2023,10,England,BUCKINGHAMSHIRE,England,DERBYSHIRE,4,82
61126,2023,10,England,BUCKINGHAMSHIRE,England,DORSET,2,173
61136,2023,10,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,1,47
61137,2023,10,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,41,"1,871"
61138,2023,10,England,BUCKINGHAMSHIRE,England,WILTSHIRE,4,337
61139,2023,10,England,BUCKINGHAMSHIRE,Unknown,UNKNOWN,33,895
61140,2023,10,England,BUCKINGHAMSHIRE,Wales,DYFED,1,101
61141,2023,10,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,6,595
61142,2023,10,England,BUCKINGHAMSHIRE,Wales,POWYS (NORTH & SOUTH),1,155
61145,2023,10,England,CAMBRIDGESHIRE,England,DURHAM,1,2
61147,2023,10,England,CAMBRIDGESHIRE,England,HEREFORD & WORCESTER,2,6
61155,2023,10,England,CAMBRIDGESHIRE,England,NORTH YORKSHIRE,1,8
61156,2023,10,England,CAMBRIDGESHIRE,England,NOTTINGHAMSHIRE,1,245
61157,2023,10,England,CAMBRIDGESHIRE,England,SHROPSHIRE,1,73
61158,2023,10,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,2,145
61159,2023,10,England,CAMBRIDGESHIRE,England,WEST YORKSHIRE,1,7
61367,2023,10,England,EAST SUSSEX,England,DORSET,6,520
61376,2023,10,England,EAST SUSSEX,England,NORTHUMBERLAND,1,160
61377,2023,10,England,EAST SUSSEX,England,NORTH YORKSHIRE,2,13
61379,2023,10,England,EAST SUSSEX,England,SOMERSET,2,141
61382,2023,10,England,EAST SUSSEX,England,WILTSHIRE,2,296
61385,2023,10,England,ESSEX,England,CHESHIRE,1,2
61396,2023,10,England,ESSEX,England,WILTSHIRE,1,3
61397,2023,10,England,ESSEX,Unknown,UNKNOWN,3,250
61398,2023,10,England,ESSEX,Wales,DYFED,1,2
61399,2023,10,England,ESSEX,Wales,GWENT,1,2
61449,2023,10,England,HAMPSHIRE,England,CORNWALL,1,3
61450,2023,10,England,HAMPSHIRE,England,DORSET,23,501
61451,2023,10,England,HAMPSHIRE,England,GLOUCESTERSHIRE,12,304
61453,2023,10,England,HAMPSHIRE,England,HEREFORD & WORCESTER,2,114
61460,2023,10,England,HAMPSHIRE,England,SHROPSHIRE,1,2
61461,2023,10,England,HAMPSHIRE,England,SOMERSET,10,169
61464,2023,10,England,HAMPSHIRE,England,WARWICKSHIRE,2,4
61466,2023,10,England,HAMPSHIRE,England,WILTSHIRE,89,"2,882"
61467,2023,10,England,HAMPSHIRE,Wales,CLWYD,1,238
61468,2023,10,England,HAMPSHIRE,Wales,DYFED,1,169
61512,2023,10,England,HERTFORD,England,DERBYSHIRE,1,100
61513,2023,10,England,HERTFORD,England,DEVONSHIRE,2,81
61521,2023,10,England,HERTFORD,England,STAFFORDSHIRE,1,1
61523,2023,10,England,HERTFORD,England,WARWICKSHIRE,2,80
61524,2023,10,England,HERTFORD,Wales,DYFED,1,1
61525,2023,10,England,HERTFORD,Wales,MID GLAMORGAN,1,99
61526,2023,10,England,HUMBERSIDE,England,CUMBRIA,4,165
61527,2023,10,England,HUMBERSIDE,England,DERBYSHIRE,4,38
61528,2023,10,England,HUMBERSIDE,England,DORSET,1,74
61529,2023,10,England,HUMBERSIDE,England,DURHAM,4,70
61532,2023,10,England,HUMBERSIDE,England,LANCASHIRE,4,118
61535,2023,10,England,HUMBERSIDE,England,NORTHUMBERLAND,1,3
61536,2023,10,England,HUMBERSIDE,England,NORTH YORKSHIRE,198,"3,768"
61537,2023,10,England,HUMBERSIDE,England,NOTTINGHAMSHIRE,1,81
61538,2023,10,England,HUMBERSIDE,England,SOUTH YORKSHIRE,17,78
61539,2023,10,England,HUMBERSIDE,England,WEST YORKSHIRE,5,33
61540,2023,10,England,HUMBERSIDE,Unknown,UNKNOWN,1,42
61553,2023,10,England,KENT,England,CORNWALL,1,591
61554,2023,10,England,KENT,England,DEVONSHIRE,14,"1,965"
61557,2023,10,England,KENT,England,GLOUCESTERSHIRE,1,1
61561,2023,10,England,KENT,England,HEREFORD & WORCESTER,4,993
61564,2023,10,England,KENT,England,NORTHUMBERLAND,1,50
61566,2023,10,England,KENT,England,SHROPSHIRE,1,51
61567,2023,10,England,KENT,England,SOMERSET,5,"1,619"
61570,2023,10,England,KENT,England,WILTSHIRE,1,8
61571,2023,10,England,KENT,Wales,DYFED,1,1
61572,2023,10,England,KENT,Wales,GWENT,1,2
61608,2023,10,England,LEICESTER,England,CUMBRIA,3,169
61609,2023,10,England,LEICESTER,England,DERBYSHIRE,55,"2,769"
61610,2023,10,England,LEICESTER,England,DEVONSHIRE,1,25
61613,2023,10,England,LEICESTER,England,HEREFORD & WORCESTER,1,1
61615,2023,10,England,LEICESTER,England,LANCASHIRE,2,48
61620,2023,10,England,LEICESTER,England,NORTH YORKSHIRE,2,46
61621,2023,10,England,LEICESTER,England,NOTTINGHAMSHIRE,27,"1,099"
61623,2023,10,England,LEICESTER,England,SHROPSHIRE,16,"1,413"
61624,2023,10,England,LEICESTER,England,SOMERSET,1,1
61625,2023,10,England,LEICESTER,England,STAFFORDSHIRE,68,"1,775"
61627,2023,10,England,LEICESTER,England,WARWICKSHIRE,80,"3,581"
61628,2023,10,England,LEICESTER,England,WEST MIDLANDS,27,"1,627"
61630,2023,10,England,LEICESTER,Unknown,UNKNOWN,29,698
61631,2023,10,England,LEICESTER,Wales,DYFED,6,478
61632,2023,10,England,LEICESTER,Wales,POWYS (NORTH & SOUTH),22,"1,125"
61633,2023,10,England,LEICESTER,Wales,SOUTH GLAMORGAN,1,2
61636,2023,10,England,LINCOLNSHIRE,England,CUMBRIA,1,2
61637,2023,10,England,LINCOLNSHIRE,England,DERBYSHIRE,8,335
61638,2023,10,England,LINCOLNSHIRE,England,DEVONSHIRE,1,54
61639,2023,10,England,LINCOLNSHIRE,England,DURHAM,2,332
61640,2023,10,England,LINCOLNSHIRE,England,GLOUCESTERSHIRE,1,1
61641,2023,10,England,LINCOLNSHIRE,England,HEREFORD & WORCESTER,1,1
61643,2023,10,England,LINCOLNSHIRE,England,LANCASHIRE,2,40
