,Year,Month,Departure CPH Country,OnCounty,Destination CPH Country,OffCounty,Count
29827,2021,12,England,HAMPSHIRE,Wales,MID GLAMORGAN,15
29855,2021,12,England,HUMBERSIDE,England,LANCASHIRE,65
29858,2021,12,England,HUMBERSIDE,England,NORTH YORKSHIRE,378
29859,2021,12,England,HUMBERSIDE,England,SOUTH YORKSHIRE,27
29860,2021,12,England,HUMBERSIDE,England,WEST YORKSHIRE,22
29865,2021,12,England,KENT,England,AVON,4
29868,2021,12,England,KENT,England,GLOUCESTERSHIRE,7
29870,2021,12,England,KENT,England,GREATER MANCHESTER,18
29876,2021,12,England,KENT,Wales,MID GLAMORGAN,37
29892,2021,12,England,LEICESTERSHIRE,England,AVON,58
29894,2021,12,England,LEICESTERSHIRE,England,CHESHIRE,7
29895,2021,12,England,LEICESTERSHIRE,England,LANCASHIRE,40
29898,2021,12,England,LEICESTERSHIRE,England,SHROPSHIRE,99
29899,2021,12,England,LEICESTERSHIRE,England,SOMERSET,38
29900,2021,12,England,LEICESTERSHIRE,England,SOUTH YORKSHIRE,76
29901,2021,12,England,LEICESTERSHIRE,England,STAFFORDSHIRE,86
29903,2021,12,England,LEICESTERSHIRE,England,WARWICKSHIRE,6
29904,2021,12,England,LEICESTERSHIRE,England,WEST YORKSHIRE,24
29906,2021,12,England,LEICESTERSHIRE,Wales,MID GLAMORGAN,162
29908,2021,12,England,LINCOLNSHIRE,England,GREATER MANCHESTER,17
29911,2021,12,England,LINCOLNSHIRE,England,NORTH YORKSHIRE,3
29912,2021,12,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,184
29913,2021,12,England,LINCOLNSHIRE,England,STAFFORDSHIRE,9
29915,2021,12,England,LINCOLNSHIRE,England,WEST YORKSHIRE,1
29925,2021,12,England,NORFOLK,England,GREATER MANCHESTER,12
29928,2021,12,England,NORFOLK,England,SOUTH YORKSHIRE,216
29931,2021,12,England,NORFOLK,Wales,MID GLAMORGAN,24
29932,2021,12,England,NORTHAMPTONSHIRE,England,AVON,1
29934,2021,12,England,NORTHAMPTONSHIRE,England,LANCASHIRE,50
29937,2021,12,England,NORTHAMPTONSHIRE,England,NORTH YORKSHIRE,12
29938,2021,12,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,32
29939,2021,12,England,NORTHAMPTONSHIRE,England,SOUTH YORKSHIRE,110
29940,2021,12,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,8
29942,2021,12,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,20
29944,2021,12,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,9
29989,2021,12,England,OXFORDSHIRE,England,AVON,25
29991,2021,12,England,OXFORDSHIRE,England,CHESHIRE,3
29995,2021,12,England,OXFORDSHIRE,England,NORTH YORKSHIRE,10
29996,2021,12,England,OXFORDSHIRE,England,SHROPSHIRE,37
29997,2021,12,England,OXFORDSHIRE,England,SOUTH YORKSHIRE,24
29999,2021,12,England,OXFORDSHIRE,England,WARWICKSHIRE,9
30001,2021,12,England,OXFORDSHIRE,Wales,MID GLAMORGAN,81
30067,2021,12,England,SUFFOLK,England,SOUTH YORKSHIRE,104
30070,2021,12,England,SUFFOLK,Wales,MID GLAMORGAN,29
30072,2021,12,England,SURREY,England,GLOUCESTERSHIRE,16
30106,2021,12,England,WEST SUSSEX,England,AVON,2
