,Year,Month,Best CPH Country (Dep),OnCounty,Best CPH Country (Dest),OffCounty,Movements,Animals
27218,2023,4,England,BEDFORDSHIRE,England,WARWICKSHIRE,1,275
27219,2023,4,England,BEDFORDSHIRE,Wales,POWYS (NORTH & SOUTH),2,968
27220,2023,4,England,BERKSHIRE,England,DORSET,1,229
27223,2023,4,England,BERKSHIRE,England,WARWICKSHIRE,1,4
27224,2023,4,England,BERKSHIRE,England,WILTSHIRE,3,18
27225,2023,4,England,BERKSHIRE,Wales,DYFED,1,118
27226,2023,4,England,BERKSHIRE,Wales,MID GLAMORGAN,1,69
27228,2023,4,England,BUCKINGHAMSHIRE,England,DERBYSHIRE,3,99
27232,2023,4,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,27,"1,030"
27233,2023,4,England,BUCKINGHAMSHIRE,England,WILTSHIRE,1,7
27234,2023,4,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,5,330
27235,2023,4,England,BUCKINGHAMSHIRE,Wales,POWYS (NORTH & SOUTH),1,159
27241,2023,4,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,3,178
27330,2023,4,England,EAST SUSSEX,England,DORSET,3,465
27333,2023,4,England,EAST SUSSEX,England,WEST MIDLANDS,1,518
27338,2023,4,England,ESSEX,Wales,POWYS (NORTH & SOUTH),2,83
27360,2023,4,England,HAMPSHIRE,England,DORSET,11,563
27363,2023,4,England,HAMPSHIRE,England,SOMERSET,1,8
27364,2023,4,England,HAMPSHIRE,England,WARWICKSHIRE,1,20
27365,2023,4,England,HAMPSHIRE,England,WEST MIDLANDS,1,192
27367,2023,4,England,HAMPSHIRE,England,WILTSHIRE,11,200
27368,2023,4,England,HAMPSHIRE,Wales,DYFED,2,137
27369,2023,4,England,HAMPSHIRE,Wales,POWYS (NORTH & SOUTH),9,"1,761"
27395,2023,4,England,HERTFORD,Wales,MID GLAMORGAN,6,462
27397,2023,4,England,HUMBERSIDE,England,LANCASHIRE,1,23
27398,2023,4,England,HUMBERSIDE,England,SOUTH YORKSHIRE,3,34
27399,2023,4,England,HUMBERSIDE,England,WEST MIDLANDS,3,125
27400,2023,4,England,HUMBERSIDE,England,WEST YORKSHIRE,2,44
27409,2023,4,England,KENT,England,WARWICKSHIRE,6,"1,065"
27411,2023,4,England,KENT,Wales,DYFED,2,561
27425,2023,4,England,LEICESTER,England,DERBYSHIRE,43,"1,642"
27428,2023,4,England,LEICESTER,England,NOTTINGHAMSHIRE,1,5
27429,2023,4,England,LEICESTER,England,SHROPSHIRE,18,"3,333"
27430,2023,4,England,LEICESTER,England,STAFFORDSHIRE,29,899
27431,2023,4,England,LEICESTER,England,WARWICKSHIRE,34,"1,918"
27432,2023,4,England,LEICESTER,England,WEST MIDLANDS,17,"1,046"
27433,2023,4,England,LEICESTER,England,WEST YORKSHIRE,3,67
27434,2023,4,England,LEICESTER,Wales,CLWYD,2,84
27435,2023,4,England,LEICESTER,Wales,POWYS (NORTH & SOUTH),4,323
27436,2023,4,England,LINCOLNSHIRE,England,DERBYSHIRE,10,796
27440,2023,4,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,5,14
27441,2023,4,England,LINCOLNSHIRE,England,WARWICKSHIRE,8,989
27442,2023,4,England,LINCOLNSHIRE,England,WEST MIDLANDS,1,168
27443,2023,4,England,LINCOLNSHIRE,Wales,POWYS (NORTH & SOUTH),1,26
27449,2023,4,England,NORFOLK,England,DERBYSHIRE,2,345
27450,2023,4,England,NORFOLK,England,LANCASHIRE,1,299
27453,2023,4,England,NORFOLK,Wales,DYFED,1,136
27454,2023,4,England,NORFOLK,Wales,MID GLAMORGAN,6,423
27455,2023,4,England,NORFOLK,Wales,POWYS (NORTH & SOUTH),3,868
27458,2023,4,England,NORTHAMPTONSHIRE,England,CORNWALL,6,"1,374"
27459,2023,4,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,8,446
27462,2023,4,England,NORTHAMPTONSHIRE,England,LANCASHIRE,16,408
27465,2023,4,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,2,327
27466,2023,4,England,NORTHAMPTONSHIRE,England,SOMERSET,9,"1,422"
27467,2023,4,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,12,536
27468,2023,4,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,46,"1,468"
27469,2023,4,England,NORTHAMPTONSHIRE,England,WEST MIDLANDS,20,"3,744"
27470,2023,4,England,NORTHAMPTONSHIRE,Wales,CLWYD,2,35
27471,2023,4,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,4,879
27472,2023,4,England,NORTHAMPTONSHIRE,Wales,POWYS (NORTH & SOUTH),5,291
27513,2023,4,England,OXFORDSHIRE,England,DERBYSHIRE,7,117
27519,2023,4,England,OXFORDSHIRE,England,SHROPSHIRE,8,"1,173"
27520,2023,4,England,OXFORDSHIRE,England,WARWICKSHIRE,47,"1,391"
27521,2023,4,England,OXFORDSHIRE,England,WEST MIDLANDS,2,92
27522,2023,4,England,OXFORDSHIRE,England,WILTSHIRE,7,129
27523,2023,4,England,OXFORDSHIRE,Wales,DYFED,1,76
27524,2023,4,England,OXFORDSHIRE,Wales,MID GLAMORGAN,3,194
27525,2023,4,England,OXFORDSHIRE,Wales,POWYS (NORTH & SOUTH),1,63
27585,2023,4,England,SUFFOLK,England,STAFFORDSHIRE,1,1
27586,2023,4,England,SUFFOLK,Wales,POWYS (NORTH & SOUTH),20,"6,930"
27587,2023,4,England,SURREY,England,DORSET,4,296
27591,2023,4,England,SURREY,Wales,DYFED,3,898
27606,2023,4,England,WEST SUSSEX,England,DORSET,23,"2,443"
27609,2023,4,England,WEST SUSSEX,England,WEST MIDLANDS,4,"1,126"
27611,2023,4,England,WEST SUSSEX,Wales,POWYS (NORTH & SOUTH),1,178
27738,2023,5,England,BEDFORDSHIRE,England,WARWICKSHIRE,2,61
27739,2023,5,England,BEDFORDSHIRE,Wales,POWYS (NORTH & SOUTH),2,131
27740,2023,5,England,BERKSHIRE,England,DORSET,1,16
27743,2023,5,England,BERKSHIRE,England,WILTSHIRE,4,16
27744,2023,5,England,BERKSHIRE,Wales,DYFED,1,156
27745,2023,5,England,BERKSHIRE,Wales,MID GLAMORGAN,1,199
27746,2023,5,England,BERKSHIRE,Wales,POWYS (NORTH & SOUTH),1,50
27748,2023,5,England,BUCKINGHAMSHIRE,England,DERBYSHIRE,4,37
27752,2023,5,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,26,691
27753,2023,5,England,BUCKINGHAMSHIRE,England,WEST MIDLANDS,1,40
27754,2023,5,England,BUCKINGHAMSHIRE,England,WILTSHIRE,1,11
27755,2023,5,England,BUCKINGHAMSHIRE,Wales,DYFED,1,76
27756,2023,5,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,9,830
27764,2023,5,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,1,42
27850,2023,5,England,EAST SUSSEX,England,DORSET,3,207
27853,2023,5,England,EAST SUSSEX,England,WEST MIDLANDS,2,233
27855,2023,5,England,EAST SUSSEX,Wales,MID GLAMORGAN,1,505
27880,2023,5,England,HAMPSHIRE,England,DORSET,16,845
27882,2023,5,England,HAMPSHIRE,England,SOMERSET,1,15
27884,2023,5,England,HAMPSHIRE,England,WILTSHIRE,16,351
27885,2023,5,England,HAMPSHIRE,Wales,DYFED,1,78
27886,2023,5,England,HAMPSHIRE,Wales,POWYS (NORTH & SOUTH),6,935
27909,2023,5,England,HERTFORD,England,WARWICKSHIRE,1,8
27910,2023,5,England,HERTFORD,Wales,MID GLAMORGAN,2,214
27911,2023,5,England,HERTFORD,Wales,POWYS (NORTH & SOUTH),3,266
27914,2023,5,England,HUMBERSIDE,England,SOUTH YORKSHIRE,2,4
27915,2023,5,England,HUMBERSIDE,England,WEST MIDLANDS,1,3
27916,2023,5,England,HUMBERSIDE,England,WEST YORKSHIRE,5,63
27920,2023,5,England,KENT,England,DORSET,1,41
27925,2023,5,England,KENT,England,WARWICKSHIRE,7,857
27926,2023,5,England,KENT,England,WEST MIDLANDS,1,228
27928,2023,5,England,KENT,Wales,DYFED,1,202
27941,2023,5,England,LEICESTER,England,DERBYSHIRE,58,"1,964"
27944,2023,5,England,LEICESTER,England,SHROPSHIRE,27,"1,951"
27945,2023,5,England,LEICESTER,England,STAFFORDSHIRE,38,"1,028"
27946,2023,5,England,LEICESTER,England,WARWICKSHIRE,40,"2,646"
27947,2023,5,England,LEICESTER,England,WEST MIDLANDS,16,613
27948,2023,5,England,LEICESTER,England,WEST YORKSHIRE,2,30
27949,2023,5,England,LEICESTER,Wales,CLWYD,5,763
27950,2023,5,England,LEICESTER,Wales,DYFED,3,265
27951,2023,5,England,LEICESTER,Wales,POWYS (NORTH & SOUTH),11,563
27952,2023,5,England,LINCOLNSHIRE,England,DERBYSHIRE,13,886
27956,2023,5,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,8,27
27957,2023,5,England,LINCOLNSHIRE,England,WARWICKSHIRE,7,871
27958,2023,5,England,LINCOLNSHIRE,England,WEST YORKSHIRE,1,23
27959,2023,5,England,LINCOLNSHIRE,Wales,POWYS (NORTH & SOUTH),1,31
27966,2023,5,England,NORFOLK,Wales,DYFED,2,355
27967,2023,5,England,NORFOLK,Wales,MID GLAMORGAN,5,395
27968,2023,5,England,NORFOLK,Wales,POWYS (NORTH & SOUTH),3,428
27971,2023,5,England,NORTHAMPTONSHIRE,England,CORNWALL,6,905
27972,2023,5,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,5,272
27975,2023,5,England,NORTHAMPTONSHIRE,England,LANCASHIRE,15,274
27979,2023,5,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,10,"1,094"
27980,2023,5,England,NORTHAMPTONSHIRE,England,SOMERSET,10,"1,943"
27981,2023,5,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,9,487
27982,2023,5,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,78,"3,297"
27983,2023,5,England,NORTHAMPTONSHIRE,England,WEST MIDLANDS,26,"4,396"
27984,2023,5,England,NORTHAMPTONSHIRE,Wales,CLWYD,5,605
27985,2023,5,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,12,"2,742"
27986,2023,5,England,NORTHAMPTONSHIRE,Wales,POWYS (NORTH & SOUTH),12,526
28025,2023,5,England,OXFORDSHIRE,England,DERBYSHIRE,3,23
28030,2023,5,England,OXFORDSHIRE,England,SHROPSHIRE,11,"1,060"
28031,2023,5,England,OXFORDSHIRE,England,WARWICKSHIRE,47,"1,729"
28032,2023,5,England,OXFORDSHIRE,England,WILTSHIRE,3,11
28033,2023,5,England,OXFORDSHIRE,Wales,CLWYD,1,472
28034,2023,5,England,OXFORDSHIRE,Wales,MID GLAMORGAN,3,206
28094,2023,5,England,SUFFOLK,Wales,POWYS (NORTH & SOUTH),17,"7,385"
28095,2023,5,England,SURREY,England,DORSET,1,104
28099,2023,5,England,SURREY,Wales,DYFED,3,735
28113,2023,5,England,WEST SUSSEX,England,DORSET,12,"1,634"
28116,2023,5,England,WEST SUSSEX,England,WEST MIDLANDS,2,855
28241,2023,6,England,BEDFORDSHIRE,England,WARWICKSHIRE,3,73
28242,2023,6,England,BEDFORDSHIRE,England,WEST YORKSHIRE,1,200
28243,2023,6,England,BEDFORDSHIRE,Wales,MID GLAMORGAN,5,229
28244,2023,6,England,BEDFORDSHIRE,Wales,POWYS (NORTH & SOUTH),3,87
28245,2023,6,England,BERKSHIRE,England,DORSET,1,102
28248,2023,6,England,BERKSHIRE,England,WILTSHIRE,4,18
28249,2023,6,England,BERKSHIRE,Wales,MID GLAMORGAN,1,306
28250,2023,6,England,BERKSHIRE,Wales,POWYS (NORTH & SOUTH),1,77
28252,2023,6,England,BUCKINGHAMSHIRE,England,DERBYSHIRE,2,69
28257,2023,6,England,BUCKINGHAMSHIRE,England,STAFFORDSHIRE,1,29
28258,2023,6,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,30,963
28259,2023,6,England,BUCKINGHAMSHIRE,England,WILTSHIRE,3,31
28260,2023,6,England,BUCKINGHAMSHIRE,Wales,DYFED,1,65
28261,2023,6,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,24,"1,276"
28269,2023,6,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,2,60
28270,2023,6,England,CAMBRIDGESHIRE,Wales,POWYS (NORTH & SOUTH),1,152
28360,2023,6,England,EAST SUSSEX,England,DORSET,5,469
28363,2023,6,England,EAST SUSSEX,England,WARWICKSHIRE,1,4
28389,2023,6,England,HAMPSHIRE,England,DORSET,18,523
28392,2023,6,England,HAMPSHIRE,England,SOMERSET,1,4
28394,2023,6,England,HAMPSHIRE,England,WILTSHIRE,13,388
28395,2023,6,England,HAMPSHIRE,Wales,DYFED,1,19
28396,2023,6,England,HAMPSHIRE,Wales,POWYS (NORTH & SOUTH),2,245
28420,2023,6,England,HERTFORD,Wales,MID GLAMORGAN,1,10
28421,2023,6,England,HERTFORD,Wales,POWYS (NORTH & SOUTH),4,759
28423,2023,6,England,HUMBERSIDE,England,SOUTH YORKSHIRE,2,8
28424,2023,6,England,HUMBERSIDE,England,WEST YORKSHIRE,9,131
28431,2023,6,England,KENT,England,WARWICKSHIRE,3,313
28444,2023,6,England,LEICESTER,England,DERBYSHIRE,45,"1,551"
28447,2023,6,England,LEICESTER,England,SHROPSHIRE,21,"2,006"
28448,2023,6,England,LEICESTER,England,STAFFORDSHIRE,34,905
28449,2023,6,England,LEICESTER,England,WARWICKSHIRE,51,"3,279"
28450,2023,6,England,LEICESTER,England,WEST MIDLANDS,3,593
28451,2023,6,England,LEICESTER,Wales,CLWYD,3,336
28452,2023,6,England,LEICESTER,Wales,DYFED,3,309
28453,2023,6,England,LEICESTER,Wales,MID GLAMORGAN,1,43
28454,2023,6,England,LEICESTER,Wales,POWYS (NORTH & SOUTH),20,"2,184"
28455,2023,6,England,LINCOLNSHIRE,England,DERBYSHIRE,10,796
28457,2023,6,England,LINCOLNSHIRE,England,LANCASHIRE,2,176
28461,2023,6,England,LINCOLNSHIRE,England,SOUTH YORKSHIRE,7,20
28462,2023,6,England,LINCOLNSHIRE,England,WARWICKSHIRE,8,"1,315"
28463,2023,6,England,LINCOLNSHIRE,England,WEST YORKSHIRE,7,240
28464,2023,6,England,LINCOLNSHIRE,Wales,POWYS (NORTH & SOUTH),7,941
28470,2023,6,England,NORFOLK,Wales,MID GLAMORGAN,5,294
28471,2023,6,England,NORFOLK,Wales,POWYS (NORTH & SOUTH),4,868
28474,2023,6,England,NORTHAMPTONSHIRE,England,CORNWALL,5,804
28475,2023,6,England,NORTHAMPTONSHIRE,England,DERBYSHIRE,5,272
28476,2023,6,England,NORTHAMPTONSHIRE,England,DORSET,4,"2,095"
28480,2023,6,England,NORTHAMPTONSHIRE,England,LANCASHIRE,28,"1,320"
28483,2023,6,England,NORTHAMPTONSHIRE,England,SHROPSHIRE,9,690
28484,2023,6,England,NORTHAMPTONSHIRE,England,SOMERSET,10,"2,208"
28485,2023,6,England,NORTHAMPTONSHIRE,England,STAFFORDSHIRE,13,"2,034"
28486,2023,6,England,NORTHAMPTONSHIRE,England,WARWICKSHIRE,138,"7,119"
28487,2023,6,England,NORTHAMPTONSHIRE,England,WEST MIDLANDS,24,"5,812"
28488,2023,6,England,NORTHAMPTONSHIRE,Wales,CLWYD,7,"1,317"
28489,2023,6,England,NORTHAMPTONSHIRE,Wales,MID GLAMORGAN,15,"2,449"
28490,2023,6,England,NORTHAMPTONSHIRE,Wales,POWYS (NORTH & SOUTH),18,"1,552"
28530,2023,6,England,OXFORDSHIRE,England,DERBYSHIRE,2,17
28533,2023,6,England,OXFORDSHIRE,England,SHROPSHIRE,5,361
28534,2023,6,England,OXFORDSHIRE,England,WARWICKSHIRE,67,"2,270"
28535,2023,6,England,OXFORDSHIRE,England,WILTSHIRE,4,16
28536,2023,6,England,OXFORDSHIRE,Wales,CLWYD,2,443
28537,2023,6,England,OXFORDSHIRE,Wales,MID GLAMORGAN,6,711
28538,2023,6,England,OXFORDSHIRE,Wales,POWYS (NORTH & SOUTH),1,126
28596,2023,6,England,SUFFOLK,Wales,POWYS (NORTH & SOUTH),4,760
28597,2023,6,England,SURREY,England,DORSET,3,166
28600,2023,6,England,SURREY,England,WEST MIDLANDS,1,62
28602,2023,6,England,SURREY,Wales,DYFED,1,373
28618,2023,6,England,WEST SUSSEX,England,DERBYSHIRE,1,20
28619,2023,6,England,WEST SUSSEX,England,DORSET,16,"2,287"
28623,2023,6,England,WEST SUSSEX,England,WEST MIDLANDS,5,"1,924"
28757,2023,7,England,BEDFORDSHIRE,England,WARWICKSHIRE,3,63
28758,2023,7,England,BEDFORDSHIRE,Wales,MID GLAMORGAN,2,57
28759,2023,7,England,BEDFORDSHIRE,Wales,POWYS (NORTH & SOUTH),3,65
28760,2023,7,England,BERKSHIRE,England,DORSET,1,120
28762,2023,7,England,BERKSHIRE,England,WARWICKSHIRE,1,38
28763,2023,7,England,BERKSHIRE,England,WILTSHIRE,5,191
28764,2023,7,England,BERKSHIRE,Wales,DYFED,1,54
28765,2023,7,England,BERKSHIRE,Wales,MID GLAMORGAN,1,105
28767,2023,7,England,BUCKINGHAMSHIRE,England,DERBYSHIRE,4,109
28773,2023,7,England,BUCKINGHAMSHIRE,England,WARWICKSHIRE,35,"1,636"
28774,2023,7,England,BUCKINGHAMSHIRE,England,WILTSHIRE,2,15
28775,2023,7,England,BUCKINGHAMSHIRE,Wales,DYFED,1,77
28776,2023,7,England,BUCKINGHAMSHIRE,Wales,MID GLAMORGAN,8,452
28783,2023,7,England,CAMBRIDGESHIRE,England,WARWICKSHIRE,2,65
28784,2023,7,England,CAMBRIDGESHIRE,Wales,DYFED,3,89
28785,2023,7,England,CAMBRIDGESHIRE,Wales,POWYS (NORTH & SOUTH),2,108
28873,2023,7,England,EAST SUSSEX,England,DORSET,14,691
28904,2023,7,England,HAMPSHIRE,England,DORSET,27,531
28907,2023,7,England,HAMPSHIRE,England,SOMERSET,1,4
28908,2023,7,England,HAMPSHIRE,England,WARWICKSHIRE,1,77
28909,2023,7,England,HAMPSHIRE,England,WILTSHIRE,9,164
28910,2023,7,England,HAMPSHIRE,Wales,DYFED,2,187
28934,2023,7,England,HERTFORD,Wales,POWYS (NORTH & SOUTH),4,635
28935,2023,7,England,HUMBERSIDE,England,DURHAM,1,8
28937,2023,7,England,HUMBERSIDE,England,LANCASHIRE,2,50
28939,2023,7,England,HUMBERSIDE,England,SOUTH YORKSHIRE,6,52
28940,2023,7,England,HUMBERSIDE,England,WEST YORKSHIRE,7,104
28949,2023,7,England,KENT,England,WARWICKSHIRE,1,74
