Movement Year,Movement Month Number,Best CPH Country (Dep),Best CPH County (Dep),Best CPH Country (Dest),Best CPH County (Dest),Number of Movements,Number of Animals Moved
2020,2,Wales,Powys (North & South),England,Dorset,3,289
2020,2,Wales,Powys (North & South),England,Gloucestershire,28,"4,446"
2020,2,Wales,Powys (North & South),England,Greater London - East,1,417
2020,2,Wales,Powys (North & South),England,Greater Manchester,2,726
2020,2,Wales,Powys (North & South),England,Hereford & Worcester,16,108
2020,2,Wales,Powys (North & South),England,Lancashire,45,"3,884"
2020,2,Wales,Powys (North & South),England,North Yorkshire,2,14
2020,2,Wales,Powys (North & South),England,Shropshire,26,"5,823"
2020,2,Wales,Powys (North & South),England,Staffordshire,11,"5,717"
2020,2,Wales,Powys (North & South),England,Warwickshire,27,"2,833"
2020,2,Wales,Powys (North & South),England,West Midlands,49,"7,666"
2020,2,Wales,Powys (North & South),England,West Yorkshire,1,108
2020,2,Wales,Powys (North & South),Wales,Clwyd,32,"3,341"
2020,2,Wales,Powys (North & South),Wales,Dyfed,67,"5,650"
2020,2,Wales,Powys (North & South),Wales,Gwent,4,158
2020,2,Wales,Powys (North & South),Wales,Gwynedd,1,5
2020,2,Wales,Powys (North & South),Wales,Mid Glamorgan,70,"4,928"
2020,2,Wales,Powys (North & South),Wales,Powys (North & South),224,"13,081"
2020,2,Wales,South Glamorgan,England,Shropshire,2,44
2020,2,Wales,South Glamorgan,England,Warwickshire,4,141
2020,2,Wales,South Glamorgan,Wales,Dyfed,2,47
2020,2,Wales,South Glamorgan,Wales,Gwent,1,41
2020,2,Wales,South Glamorgan,Wales,Mid Glamorgan,12,215
2020,2,Wales,South Glamorgan,Wales,Powys (North & South),2,170
2020,2,Wales,West Glamorgan,England,Dorset,1,10
2020,2,Wales,West Glamorgan,England,Gloucestershire,2,32
2020,2,Wales,West Glamorgan,England,West Midlands,1,103
2020,2,Wales,West Glamorgan,Wales,Dyfed,4,151
2020,2,Wales,West Glamorgan,Wales,Mid Glamorgan,9,170
2020,2,Wales,West Glamorgan,Wales,Powys (North & South),1,31
2020,2,Wales,West Glamorgan,Wales,West Glamorgan,14,82
2020,3,England,Avon,England,Avon,36,178
2020,3,England,Avon,England,Cornwall,1,11
2020,3,England,Avon,England,Dorset,6,566
2020,3,England,Avon,England,Gloucestershire,11,42
2020,3,England,Avon,England,Warwickshire,2,183
2020,3,England,Avon,England,Wiltshire,24,611
2020,3,England,Avon,Wales,Mid Glamorgan,15,"1,139"
2020,3,England,Bedfordshire,England,Cambridgeshire,12,63
2020,3,England,Bedfordshire,England,Greater London - East,2,234
2020,3,England,Bedfordshire,England,Leicester,2,18
2020,3,England,Bedfordshire,England,Warwickshire,3,113
2020,3,England,Bedfordshire,England,West Midlands,5,254
2020,3,England,Berkshire,England,Dorset,2,222
2020,3,England,Berkshire,England,Gloucestershire,1,3
2020,3,England,Berkshire,England,Hampshire,10,242
2020,3,England,Berkshire,England,Humberside,1,186
2020,3,England,Berkshire,England,Wiltshire,3,91
2020,3,England,Berkshire,Wales,Dyfed,1,132
2020,3,England,Berkshire,Wales,Mid Glamorgan,2,247
2020,3,England,Berkshire,Wales,Powys (North & South),2,255
2020,3,England,Buckinghamshire,England,Cambridgeshire,1,11
2020,3,England,Buckinghamshire,England,Dorset,1,185
2020,3,England,Buckinghamshire,England,Greater London - East,3,148
2020,3,England,Buckinghamshire,England,Hampshire,15,229
2020,3,England,Buckinghamshire,England,Leicester,2,8
2020,3,England,Buckinghamshire,England,Warwickshire,17,732
2020,3,England,Buckinghamshire,England,Wiltshire,4,29
2020,3,England,Buckinghamshire,Wales,Dyfed,1,130
2020,3,England,Buckinghamshire,Wales,Mid Glamorgan,5,425
2020,3,England,Cambridgeshire,England,Cambridgeshire,24,99
2020,3,England,Cambridgeshire,England,Essex,5,38
2020,3,England,Cambridgeshire,England,Humberside,1,81
2020,3,England,Cambridgeshire,England,Kent,1,229
2020,3,England,Cambridgeshire,England,Norfolk,6,43
2020,3,England,Cambridgeshire,Wales,Dyfed,1,93
2020,3,England,Cheshire,England,Cheshire,76,711
2020,3,England,Cheshire,England,Derbyshire,12,70
2020,3,England,Cheshire,England,Greater Manchester,11,376
2020,3,England,Cheshire,England,Lancashire,1,25
2020,3,England,Cheshire,England,Merseyside,6,42
2020,3,England,Cheshire,England,Staffordshire,17,594
2020,3,England,Cheshire,England,West Midlands,1,60
2020,3,England,Cheshire,Wales,Clwyd,6,43
2020,3,England,Cheshire,Wales,Dyfed,4,965
2020,3,England,Cheshire,Wales,Mid Glamorgan,5,243
2020,3,England,Cheshire,Wales,Powys (North & South),4,251
2020,3,England,Cleveland,England,Durham,1,7
2020,3,England,Cleveland,England,Humberside,4,51
2020,3,England,Cleveland,England,North Yorkshire,2,13
2020,3,England,Cornwall,England,Cornwall,493,"11,953"
2020,3,England,Cornwall,England,Devonshire,3,90
2020,3,England,Cornwall,England,Dorset,37,"4,865"
2020,3,England,Cornwall,England,Somerset,1,55
2020,3,England,Cornwall,England,Staffordshire,1,30
2020,3,England,Cornwall,Wales,Dyfed,8,599
2020,3,England,Cornwall,Wales,Mid Glamorgan,14,"1,667"
2020,3,England,Cornwall,Wales,Powys (North & South),8,646
2020,3,England,Cumbria,England,Cheshire,1,210
2020,3,England,Cumbria,England,Cumbria,188,"6,310"
2020,3,England,Cumbria,England,Derbyshire,11,"2,311"
2020,3,England,Cumbria,England,Dorset,20,"5,675"
2020,3,England,Cumbria,England,Durham,58,"3,043"
2020,3,England,Cumbria,England,Greater London - East,32,"3,477"
2020,3,England,Cumbria,England,Greater Manchester,81,"9,370"
2020,3,England,Cumbria,England,Humberside,3,417
2020,3,England,Cumbria,England,Lancashire,196,"11,276"
2020,3,England,Cumbria,England,North Yorkshire,19,"2,798"
2020,3,England,Cumbria,England,Oxfordshire,8,"1,672"
2020,3,England,Cumbria,England,Shropshire,6,"1,092"
2020,3,England,Cumbria,England,Staffordshire,14,"1,078"
2020,3,England,Cumbria,England,Warwickshire,17,"2,953"
2020,3,England,Cumbria,England,West Midlands,55,"11,671"
2020,3,England,Cumbria,England,West Yorkshire,20,"2,176"
2020,3,England,Cumbria,Wales,Clwyd,26,"6,796"
2020,3,England,Cumbria,Wales,Dyfed,6,928
2020,3,England,Cumbria,Wales,Mid Glamorgan,35,"9,823"
2020,3,England,Cumbria,Wales,Powys (North & South),6,"1,255"
2020,3,England,Derbyshire,England,Derbyshire,193,"3,802"
2020,3,England,Derbyshire,England,Humberside,2,15
2020,3,England,Derbyshire,England,Lancashire,6,211
2020,3,England,Derbyshire,England,Leicester,1,26
2020,3,England,Derbyshire,England,South Yorkshire,9,506
2020,3,England,Derbyshire,England,Staffordshire,103,"4,492"
2020,3,England,Derbyshire,England,Warwickshire,15,"2,105"
2020,3,England,Derbyshire,England,West Midlands,9,647
2020,3,England,Derbyshire,England,West Yorkshire,1,6
2020,3,England,Derbyshire,Wales,Dyfed,1,98
2020,3,England,Derbyshire,Wales,Mid Glamorgan,3,96
2020,3,England,Devonshire,England,Cornwall,384,"15,981"
2020,3,England,Devonshire,England,Devonshire,197,"1,336"
2020,3,England,Devonshire,England,Dorset,131,"14,310"
2020,3,England,Devonshire,England,Gloucestershire,2,155
2020,3,England,Devonshire,England,Greater London - East,9,"1,031"
2020,3,England,Devonshire,England,Hampshire,2,335
2020,3,England,Devonshire,England,Kent,5,666
2020,3,England,Devonshire,England,Lancashire,1,60
2020,3,England,Devonshire,England,Shropshire,11,866
2020,3,England,Devonshire,England,Somerset,65,"1,334"
2020,3,England,Devonshire,England,Staffordshire,3,211
2020,3,England,Devonshire,England,Warwickshire,23,"1,455"
2020,3,England,Devonshire,England,West Midlands,69,"2,185"
2020,3,England,Devonshire,England,West Yorkshire,9,"1,108"
2020,3,England,Devonshire,England,Wiltshire,109,"3,711"
2020,3,England,Devonshire,Wales,Clwyd,2,164
2020,3,England,Devonshire,Wales,Dyfed,17,730
2020,3,England,Devonshire,Wales,Mid Glamorgan,57,"5,583"
2020,3,England,Devonshire,Wales,Powys (North & South),44,"5,182"
2020,3,England,Dorset,England,Cornwall,35,"1,347"
2020,3,England,Dorset,England,Devonshire,1,10
2020,3,England,Dorset,England,Dorset,201,"6,436"
2020,3,England,Dorset,England,Somerset,38,157
2020,3,England,Dorset,Wales,Dyfed,6,803
2020,3,England,Durham,England,Cumbria,2,269
2020,3,England,Durham,England,Durham,84,"2,208"
2020,3,England,Durham,England,Greater Manchester,14,"1,144"
2020,3,England,Durham,England,Humberside,11,"1,106"
2020,3,England,Durham,England,Lancashire,14,434
2020,3,England,Durham,England,Leicester,3,43
2020,3,England,Durham,England,Staffordshire,6,795
2020,3,England,Durham,England,West Midlands,7,985
2020,3,England,Durham,England,West Yorkshire,6,846
2020,3,England,Durham,Wales,Clwyd,8,222
2020,3,England,Durham,Wales,Dyfed,1,30
2020,3,England,Durham,Wales,Mid Glamorgan,1,215
2020,3,England,Durham,Wales,Powys (North & South),17,643
2020,3,England,East Sussex,England,Dorset,5,312
2020,3,England,East Sussex,England,East Sussex,107,"1,146"
2020,3,England,East Sussex,England,Greater London - East,8,731
2020,3,England,East Sussex,England,Hampshire,1,5
2020,3,England,East Sussex,England,Kent,33,"2,516"
2020,3,England,East Sussex,England,West Sussex,15,105
2020,3,England,Essex,England,Cambridgeshire,5,15
2020,3,England,Essex,England,Essex,130,"3,501"
2020,3,England,Essex,England,Greater London - East,10,429
2020,3,England,Essex,England,Lancashire,2,78
2020,3,England,Essex,England,Leicester,2,333
2020,3,England,Essex,England,Norfolk,1,86
2020,3,England,Essex,England,Warwickshire,3,835
2020,3,England,Essex,Wales,Powys (North & South),1,34
2020,3,England,Gloucestershire,England,Dorset,8,401
2020,3,England,Gloucestershire,England,Gloucestershire,78,"1,643"
2020,3,England,Gloucestershire,England,Hereford & Worcester,1,18
2020,3,England,Gloucestershire,England,Humberside,1,10
2020,3,England,Gloucestershire,England,Oxfordshire,8,"1,008"
2020,3,England,Gloucestershire,England,Staffordshire,2,176
2020,3,England,Gloucestershire,England,Warwickshire,22,"1,815"
2020,3,England,Gloucestershire,England,Wiltshire,1,3
2020,3,England,Gloucestershire,Wales,Dyfed,1,49
2020,3,England,Gloucestershire,Wales,Gwent,6,20
2020,3,England,Gloucestershire,Wales,Mid Glamorgan,4,115
2020,3,England,Gloucestershire,Wales,Powys (North & South),13,"1,946"
2020,3,England,Greater London,England,Kent,1,33
2020,3,England,Greater London,England,West Sussex,1,5
2020,3,England,Greater London - East,England,Greater London - East,21,"6,767"
2020,3,England,Greater Manchester,England,Cheshire,2,4
2020,3,England,Greater Manchester,England,Derbyshire,4,30
2020,3,England,Greater Manchester,England,Greater Manchester,30,624
2020,3,England,Greater Manchester,England,Lancashire,15,434
2020,3,England,Greater Manchester,England,West Yorkshire,9,45
2020,3,England,Hampshire,England,Dorset,21,327
2020,3,England,Hampshire,England,Hampshire,32,269
2020,3,England,Hampshire,England,Kent,2,84
2020,3,England,Hampshire,England,Somerset,5,25
2020,3,England,Hampshire,England,West Sussex,2,10
2020,3,England,Hampshire,England,Wiltshire,21,500
2020,3,England,Hampshire,Wales,Dyfed,3,366
2020,3,England,Hampshire,Wales,Mid Glamorgan,3,232
2020,3,England,Hampshire,Wales,Powys (North & South),8,"2,194"
2020,3,England,Hereford & Worcester,England,Cornwall,9,"1,380"
2020,3,England,Hereford & Worcester,England,Derbyshire,15,"1,596"
2020,3,England,Hereford & Worcester,England,Dorset,27,"8,266"
2020,3,England,Hereford & Worcester,England,Gloucestershire,33,"1,813"
2020,3,England,Hereford & Worcester,England,Hampshire,1,59
2020,3,England,Hereford & Worcester,England,Hereford & Worcester,49,"2,880"
2020,3,England,Hereford & Worcester,England,Kent,5,948
2020,3,England,Hereford & Worcester,England,Lancashire,8,812
2020,3,England,Hereford & Worcester,England,Oxfordshire,19,"1,976"
2020,3,England,Hereford & Worcester,England,Shropshire,47,"4,402"
2020,3,England,Hereford & Worcester,England,Staffordshire,16,"1,512"
2020,3,England,Hereford & Worcester,England,Warwickshire,66,"4,959"
2020,3,England,Hereford & Worcester,England,West Midlands,123,"12,006"
2020,3,England,Hereford & Worcester,England,Wiltshire,2,94
2020,3,England,Hereford & Worcester,Wales,Clwyd,5,"1,026"
2020,3,England,Hereford & Worcester,Wales,Dyfed,11,"3,126"
2020,3,England,Hereford & Worcester,Wales,Gwent,9,314
2020,3,England,Hereford & Worcester,Wales,Mid Glamorgan,37,"5,057"
2020,3,England,Hereford & Worcester,Wales,Powys (North & South),16,"1,213"
2020,3,England,Hertford,England,Cambridgeshire,13,119
2020,3,England,Hertford,England,Essex,18,168
2020,3,England,Hertford,Wales,Mid Glamorgan,5,432
2020,3,England,Humberside,England,Humberside,68,"1,715"
2020,3,England,Humberside,England,North Yorkshire,8,64
2020,3,England,Humberside,England,South Yorkshire,3,20
2020,3,England,Isle of Wight,England,Dorset,21,"2,081"
2020,3,England,Isle of Wight,England,Hampshire,21,352
2020,3,England,Kent,England,Cornwall,9,"1,585"
2020,3,England,Kent,England,Dorset,2,244
2020,3,England,Kent,England,East Sussex,28,259
2020,3,England,Kent,England,Essex,24,"1,763"
2020,3,England,Kent,England,Greater London - East,18,"1,625"
2020,3,England,Kent,England,Hampshire,9,"1,053"
2020,3,England,Kent,England,Kent,161,"2,760"
2020,3,England,Kent,England,Shropshire,4,878
2020,3,England,Kent,England,Somerset,4,462
2020,3,England,Kent,England,Warwickshire,7,"1,029"
2020,3,England,Kent,England,West Sussex,5,173
2020,3,England,Kent,Wales,Dyfed,2,559
2020,3,England,Lancashire,England,Cheshire,2,22
2020,3,England,Lancashire,England,Cumbria,12,54
2020,3,England,Lancashire,England,Derbyshire,5,479
2020,3,England,Lancashire,England,Durham,3,105
2020,3,England,Lancashire,England,Greater Manchester,57,"2,263"
2020,3,England,Lancashire,England,Humberside,1,303
2020,3,England,Lancashire,England,Lancashire,282,"8,482"
2020,3,England,Lancashire,England,Oxfordshire,18,"1,475"
2020,3,England,Lancashire,England,Staffordshire,3,235
2020,3,England,Lancashire,England,West Midlands,3,431
2020,3,England,Lancashire,England,West Yorkshire,87,"1,892"
2020,3,England,Lancashire,Wales,Clwyd,21,"1,202"
2020,3,England,Lancashire,Wales,Mid Glamorgan,11,"2,445"
2020,3,England,Leicester,England,Derbyshire,16,330
2020,3,England,Leicester,England,Dorset,1,19
2020,3,England,Leicester,England,Lancashire,2,635
2020,3,England,Leicester,England,Leicester,108,"1,640"
2020,3,England,Leicester,England,Lincolnshire,16,653
2020,3,England,Leicester,England,Shropshire,3,"2,502"
2020,3,England,Leicester,England,Staffordshire,28,945
2020,3,England,Leicester,England,Warwickshire,37,"2,549"
2020,3,England,Leicester,England,West Midlands,11,394
2020,3,England,Leicester,England,West Yorkshire,1,68
2020,3,England,Leicester,Wales,Mid Glamorgan,3,122
2020,3,England,Leicester,Wales,Powys (North & South),5,717
2020,3,England,Lincolnshire,England,Cambridgeshire,2,7
2020,3,England,Lincolnshire,England,Derbyshire,2,65
2020,3,England,Lincolnshire,England,Humberside,13,844
2020,3,England,Lincolnshire,England,Leicester,9,119
2020,3,England,Lincolnshire,England,Lincolnshire,80,611
2020,3,England,Lincolnshire,England,South Yorkshire,6,17
2020,3,England,Lincolnshire,England,Warwickshire,8,"1,356"
2020,3,England,Lincolnshire,Wales,Powys (North & South),3,393
2020,3,England,Merseyside,England,Cheshire,1,8
2020,3,England,Merseyside,England,Greater Manchester,5,54
2020,3,England,Merseyside,England,Merseyside,6,12
2020,3,England,Merseyside,Wales,Powys (North & South),1,53
2020,3,England,Norfolk,England,Cambridgeshire,3,10
2020,3,England,Norfolk,England,Essex,3,50
2020,3,England,Norfolk,England,Greater London - East,1,86
2020,3,England,Norfolk,England,Kent,4,"1,244"
2020,3,England,Norfolk,England,Leicester,2,386
2020,3,England,Norfolk,England,Norfolk,131,"3,011"
2020,3,England,Norfolk,Wales,Mid Glamorgan,5,293
2020,3,England,Norfolk,Wales,Powys (North & South),5,845
2020,3,England,Northamptonshire,England,Cambridgeshire,5,17
2020,3,England,Northamptonshire,England,Cornwall,6,"1,464"
2020,3,England,Northamptonshire,England,Derbyshire,1,95
2020,3,England,Northamptonshire,England,Dorset,2,166
2020,3,England,Northamptonshire,England,Essex,3,781
2020,3,England,Northamptonshire,England,Greater London - East,14,"1,420"
2020,3,England,Northamptonshire,England,Humberside,5,294
2020,3,England,Northamptonshire,England,Kent,3,304
2020,3,England,Northamptonshire,England,Lancashire,1,14
2020,3,England,Northamptonshire,England,Leicester,50,475
2020,3,England,Northamptonshire,England,Lincolnshire,6,106
2020,3,England,Northamptonshire,England,Somerset,9,"1,299"
2020,3,England,Northamptonshire,England,Staffordshire,6,457
2020,3,England,Northamptonshire,England,Warwickshire,35,"1,199"
2020,3,England,Northamptonshire,England,West Midlands,4,332
2020,3,England,Northamptonshire,Wales,Mid Glamorgan,14,"2,730"
2020,3,England,Northamptonshire,Wales,Powys (North & South),4,275
2020,3,England,Northumberland,England,Cumbria,5,359
2020,3,England,Northumberland,England,Durham,48,858
2020,3,England,Northumberland,England,Greater London - East,1,65
2020,3,England,Northumberland,England,Greater Manchester,2,180
2020,3,England,Northumberland,England,Humberside,27,"1,373"
2020,3,England,Northumberland,England,Lancashire,17,701
2020,3,England,Northumberland,England,Leicester,2,92
2020,3,England,Northumberland,England,North Yorkshire,8,478
2020,3,England,Northumberland,England,Oxfordshire,1,85
2020,3,England,Northumberland,England,Staffordshire,1,75
2020,3,England,Northumberland,England,West Midlands,1,87
2020,3,England,Northumberland,England,West Yorkshire,1,69
2020,3,England,Northumberland,Wales,Clwyd,16,"1,251"
2020,3,England,Northumberland,Wales,Dyfed,26,"2,079"
2020,3,England,Northumberland,Wales,Powys (North & South),32,"2,321"
2020,3,England,North Yorkshire,England,Cheshire,2,59
2020,3,England,North Yorkshire,England,Cumbria,31,"3,005"
2020,3,England,North Yorkshire,England,Derbyshire,3,385
2020,3,England,North Yorkshire,England,Dorset,25,"9,475"
2020,3,England,North Yorkshire,England,Durham,72,"3,741"
2020,3,England,North Yorkshire,England,Essex,3,350
2020,3,England,North Yorkshire,England,Greater London - East,4,588
2020,3,England,North Yorkshire,England,Greater Manchester,135,"8,879"
2020,3,England,North Yorkshire,England,Humberside,150,"10,238"
2020,3,England,North Yorkshire,England,Lancashire,200,"11,234"
2020,3,England,North Yorkshire,England,Lincolnshire,4,198
2020,3,England,North Yorkshire,England,Merseyside,2,2
2020,3,England,North Yorkshire,England,North Yorkshire,171,"7,197"
2020,3,England,North Yorkshire,England,Oxfordshire,4,"1,165"
2020,3,England,North Yorkshire,England,Shropshire,1,103
2020,3,England,North Yorkshire,England,South Yorkshire,14,315
2020,3,England,North Yorkshire,England,Warwickshire,3,96
2020,3,England,North Yorkshire,England,West Midlands,26,"1,495"
2020,3,England,North Yorkshire,England,West Yorkshire,410,"14,505"
2020,3,England,North Yorkshire,Wales,Clwyd,79,"10,091"
2020,3,England,North Yorkshire,Wales,Mid Glamorgan,11,"2,512"
2020,3,England,North Yorkshire,Wales,Powys (North & South),3,285
2020,3,England,Nottinghamshire,England,Derbyshire,29,504
2020,3,England,Nottinghamshire,England,Dorset,4,448
2020,3,England,Nottinghamshire,England,Lancashire,12,"1,839"
2020,3,England,Nottinghamshire,England,Leicester,10,236
2020,3,England,Nottinghamshire,England,Lincolnshire,6,138
2020,3,England,Nottinghamshire,England,North Yorkshire,1,182
2020,3,England,Nottinghamshire,England,Nottinghamshire,9,66
2020,3,England,Nottinghamshire,England,South Yorkshire,1,1
2020,3,England,Nottinghamshire,England,Staffordshire,7,73
2020,3,England,Nottinghamshire,England,West Midlands,6,293
2020,3,England,Nottinghamshire,Wales,Clwyd,1,182
2020,3,England,Nottinghamshire,Wales,Dyfed,4,991
2020,3,England,Nottinghamshire,Wales,Mid Glamorgan,2,106
2020,3,England,Nottinghamshire,Wales,Powys (North & South),1,149
2020,3,England,Oxfordshire,England,Derbyshire,1,111
2020,3,England,Oxfordshire,England,Dorset,6,717
2020,3,England,Oxfordshire,England,Gloucestershire,2,7
2020,3,England,Oxfordshire,England,Hampshire,12,446
2020,3,England,Oxfordshire,England,Humberside,1,125
2020,3,England,Oxfordshire,England,Kent,2,271
2020,3,England,Oxfordshire,England,Leicester,1,5
2020,3,England,Oxfordshire,England,Oxfordshire,6,"1,100"
2020,3,England,Oxfordshire,England,Shropshire,1,466
2020,3,England,Oxfordshire,England,Staffordshire,3,520
2020,3,England,Oxfordshire,England,Warwickshire,35,"1,845"
2020,3,England,Oxfordshire,England,West Midlands,1,5
2020,3,England,Oxfordshire,England,Wiltshire,9,445
2020,3,England,Oxfordshire,Wales,Dyfed,1,32
2020,3,England,Oxfordshire,Wales,Mid Glamorgan,7,766
2020,3,England,Oxfordshire,Wales,Powys (North & South),1,102
2020,3,England,Shropshire,England,Cheshire,14,506
2020,3,England,Shropshire,England,Cornwall,15,"1,956"
2020,3,England,Shropshire,England,Cumbria,7,468
2020,3,England,Shropshire,England,Derbyshire,17,"1,057"
2020,3,England,Shropshire,England,Dorset,4,"1,137"
2020,3,England,Shropshire,England,Durham,1,23
2020,3,England,Shropshire,England,Gloucestershire,5,438
2020,3,England,Shropshire,England,Greater London - East,2,224
2020,3,England,Shropshire,England,Greater Manchester,6,380
2020,3,England,Shropshire,England,Hampshire,9,789
2020,3,England,Shropshire,England,Hereford & Worcester,28,319
2020,3,England,Shropshire,England,Kent,1,188
2020,3,England,Shropshire,England,Lancashire,27,"2,027"
2020,3,England,Shropshire,England,Oxfordshire,1,30
2020,3,England,Shropshire,England,Shropshire,86,"12,555"
2020,3,England,Shropshire,England,Staffordshire,131,"5,819"
2020,3,England,Shropshire,England,Warwickshire,19,"3,066"
2020,3,England,Shropshire,England,West Midlands,200,"21,512"
2020,3,England,Shropshire,England,West Yorkshire,3,104
2020,3,England,Shropshire,England,Wiltshire,6,753
2020,3,England,Shropshire,Wales,Clwyd,37,"2,179"
2020,3,England,Shropshire,Wales,Dyfed,5,212
2020,3,England,Shropshire,Wales,Mid Glamorgan,3,350
2020,3,England,Shropshire,Wales,Powys (North & South),8,498
2020,3,England,Somerset,England,Avon,6,23
2020,3,England,Somerset,England,Cornwall,51,"2,649"
2020,3,England,Somerset,England,Derbyshire,2,677
2020,3,England,Somerset,England,Devonshire,2,5
2020,3,England,Somerset,England,Dorset,136,"16,343"
2020,3,England,Somerset,England,Greater London - East,1,30
2020,3,England,Somerset,England,Hampshire,5,436
2020,3,England,Somerset,England,Kent,5,"1,246"
2020,3,England,Somerset,England,Shropshire,4,164
2020,3,England,Somerset,England,Somerset,208,"3,468"
2020,3,England,Somerset,England,Warwickshire,21,"2,378"
2020,3,England,Somerset,England,West Midlands,42,"2,361"
2020,3,England,Somerset,England,West Yorkshire,1,43
2020,3,England,Somerset,England,Wiltshire,19,543
2020,3,England,Somerset,Wales,Clwyd,2,250
2020,3,England,Somerset,Wales,Dyfed,10,577
2020,3,England,Somerset,Wales,Mid Glamorgan,14,"1,591"
2020,3,England,Somerset,Wales,Powys (North & South),1,60
2020,3,England,South Yorkshire,England,Derbyshire,14,99
2020,3,England,South Yorkshire,England,Humberside,4,305
2020,3,England,South Yorkshire,England,South Yorkshire,9,41
2020,3,England,South Yorkshire,England,West Midlands,2,181
2020,3,England,South Yorkshire,England,West Yorkshire,6,131
2020,3,England,Staffordshire,England,Cheshire,10,198
2020,3,England,Staffordshire,England,Derbyshire,38,"1,301"
2020,3,England,Staffordshire,England,Dorset,3,437
2020,3,England,Staffordshire,England,Greater Manchester,3,141
2020,3,England,Staffordshire,England,Humberside,1,50
2020,3,England,Staffordshire,England,Lancashire,7,447
2020,3,England,Staffordshire,England,Staffordshire,302,"5,214"
2020,3,England,Staffordshire,England,Warwickshire,25,"2,122"
2020,3,England,Staffordshire,England,West Midlands,1,1
2020,3,England,Staffordshire,Wales,Mid Glamorgan,1,43
2020,3,England,Staffordshire,Wales,Powys (North & South),1,139
2020,3,England,Suffolk,England,Essex,18,111
2020,3,England,Suffolk,England,Kent,11,"1,618"
2020,3,England,Suffolk,England,Leicester,1,60
2020,3,England,Suffolk,England,Norfolk,27,174
2020,3,England,Suffolk,Wales,Powys (North & South),22,"5,524"
2020,3,England,Surrey,England,Dorset,2,183
2020,3,England,Surrey,England,Hampshire,47,"5,530"
2020,3,England,Surrey,England,Kent,17,196
2020,3,England,Surrey,England,West Sussex,9,51
2020,3,England,Surrey,Wales,Dyfed,1,337
2020,3,England,Surrey,Wales,Mid Glamorgan,1,83
2020,3,England,Tyne & Wear,England,Durham,19,101
2020,3,England,Warwickshire,England,Dorset,4,926
2020,3,England,Warwickshire,England,Humberside,2,340
2020,3,England,Warwickshire,England,Leicester,34,591
2020,3,England,Warwickshire,England,Staffordshire,2,24
2020,3,England,Warwickshire,England,Warwickshire,101,"3,939"
2020,3,England,Warwickshire,England,West Midlands,12,334
2020,3,England,Warwickshire,England,West Yorkshire,2,159
2020,3,England,Warwickshire,Wales,Dyfed,1,81
2020,3,England,Warwickshire,Wales,Powys (North & South),1,39
2020,3,England,West Midlands,England,Leicester,2,87
2020,3,England,West Midlands,England,Staffordshire,2,19
2020,3,England,West Midlands,England,Warwickshire,10,173
2020,3,England,West Midlands,England,West Midlands,1,4
2020,3,England,West Sussex,England,Dorset,20,942
2020,3,England,West Sussex,England,East Sussex,8,68
2020,3,England,West Sussex,England,Greater London - East,1,373
2020,3,England,West Sussex,England,Hampshire,18,605
2020,3,England,West Sussex,England,Kent,14,"1,471"
2020,3,England,West Sussex,England,West Sussex,62,498
2020,3,England,West Sussex,Wales,Mid Glamorgan,16,"3,160"
2020,3,England,West Yorkshire,England,Cumbria,1,15
2020,3,England,West Yorkshire,England,Derbyshire,7,40
2020,3,England,West Yorkshire,England,Durham,1,61
2020,3,England,West Yorkshire,England,Greater Manchester,6,830
2020,3,England,West Yorkshire,England,Humberside,3,573
2020,3,England,West Yorkshire,England,Lancashire,7,265
2020,3,England,West Yorkshire,England,North Yorkshire,10,27
2020,3,England,West Yorkshire,England,South Yorkshire,8,377
2020,3,England,West Yorkshire,England,West Yorkshire,189,"2,310"
2020,3,England,West Yorkshire,Wales,Clwyd,7,340
2020,3,England,West Yorkshire,Wales,Powys (North & South),1,141
2020,3,England,Wiltshire,England,Cornwall,9,157
2020,3,England,Wiltshire,England,Dorset,33,"2,395"
2020,3,England,Wiltshire,England,Gloucestershire,5,21
2020,3,England,Wiltshire,England,Hampshire,1,3
2020,3,England,Wiltshire,England,Humberside,6,331
2020,3,England,Wiltshire,England,Kent,2,621
2020,3,England,Wiltshire,England,Somerset,17,73
2020,3,England,Wiltshire,England,Warwickshire,6,766
2020,3,England,Wiltshire,England,West Midlands,17,514
2020,3,England,Wiltshire,England,Wiltshire,95,"1,192"
2020,3,England,Wiltshire,Wales,Dyfed,2,317
2020,3,England,Wiltshire,Wales,Powys (North & South),2,86
2020,3,Unknown,Unknown,England,Derbyshire,4,56
2020,3,Unknown,Unknown,England,Essex,5,647
2020,3,Unknown,Unknown,England,Greater London - East,1,25
2020,3,Unknown,Unknown,England,Kent,4,497
2020,3,Unknown,Unknown,England,Leicester,12,394
2020,3,Unknown,Unknown,England,Oxfordshire,7,"1,463"
2020,3,Unknown,Unknown,England,Shropshire,3,"1,116"
2020,3,Unknown,Unknown,England,Staffordshire,5,629
2020,3,Unknown,Unknown,England,Warwickshire,4,104
2020,3,Unknown,Unknown,England,West Midlands,15,"4,331"
2020,3,Wales,Clwyd,England,Cheshire,14,648
2020,3,Wales,Clwyd,England,Cornwall,3,233
2020,3,Wales,Clwyd,England,Cumbria,4,"1,077"
2020,3,Wales,Clwyd,England,Derbyshire,11,918
2020,3,Wales,Clwyd,England,Dorset,12,"1,496"
